token,name,province_or_state,city,district,address,business_hour,phone,email,website,wechat,has_test_flight,has_trade_in,has_repair,channel_type,store_type,google_lat,google_lng,baidu_lat,baidu_lng
60037318,成都科华王府井授权体验店,四川省,成都市,武侯区,四川省成都市武侯区科华中路2号第1层L01128号商铺,10:00-22:00,19150048352,19150048352@189.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BD%95%E8%8B%A6-20251118105302.png,True,True,False,ARS,6,30.62,104.08,30.62,104.08
60001008,惠州港惠授权体验店,广东省,惠州市,惠城区,广东省惠州市惠城区河南岸街道惠南社区南岸路66号港惠购物中心一楼1037号,10：00-22：00,18127781774,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B8%AF%E6%83%A0-20240829172912.png,True,True,False,ARS,6,23.074451,114.424798,23.074451,114.424798
60029650,北京京东LIVE双井授权体验店,北京市,北京市,朝阳区,朝阳区广集路31号九龙商厦1幢1层部分2层全部3层,10：00-22：00,13121372711,liyuchen.57@jd.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250910142002.png,True,True,False,ARS,6,39.5333,116.2807,39.5333,116.2807
60037137,深圳怀德万象汇授权体验店,广东省,深圳市,宝安区,深圳市宝安区福永大道与怀德南路交汇处怀德万象汇ALG32,"周天至周四10:00-22:00, 周五至周六10:00-22:30",15999678569,caofengqiao@hengweixin.com.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9B%B9%E5%87%A4%E6%A1%A5-20251105165802.png,True,True,False,ARS,6,22.66631,113.81968,22.66631,113.81968
60014952,盐城金鹰聚龙湖授权体验店,江苏省,盐城市,盐都区,江苏省盐城市盐都区新都街道268号盐城聚龙湖金鹰购物中心一楼A-F1138,"周一至周四:10:00-21:30, 周五至周日:10:00-22:00",13365197685,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%9B%90%E5%9F%8E-20240704220847.png,True,True,False,ARS,6,33.339817,120.163692,33.339817,120.163692
A0400309,成都万象城授权体验店,四川省,成都市,成华区,四川省成都市成华区双庆路8号成都华润万象城C馆一楼165号,周日~周四 10:00~22:00 周五~周六 10:00~22:30,"15387641600,028-84451337",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_835_06-20241204164142.png,True,True,False,ARS,6,30.656346,104.10325,30.656346,104.10325
60036826,长春红旗街万达授权体验店,吉林省,长春市,朝阳区,长春市朝阳区红旗街616号红旗街万达1层182商铺,10:00-22:00,15948558841,1561237765@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%90%95%E6%98%8E-20251023152646.png,True,True,False,ARS,6,43.866775,125.294647,43.866775,125.294647
60037535,上海青浦万科天空之城授权体验店,上海市,上海市,青浦区,上海市青浦区崧泽大道2229弄66号L1-77铺位,周一至周日 10:00-22:00,17521501724,yanyu@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%A5%E5%AE%87-20251121144235.png,True,True,False,ARS,6,31.17,121.24,31.17,121.24
60023528,烟台振华广场授权体验店,山东省,烟台市,芝罘区,山东省烟台市芝罘区西大街8号振华商厦1层A41,9：30-21：30,17554258626,1034966524@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1560_06-20250916155302.jpeg,True,True,False,ARS,6,37.542069,121.38328,37.542069,121.38328
60015385,贵阳万象城授权体验店,贵州省,贵阳市,南明区,贵阳市南明区遵义路万象城LG119A,10：00-22：00,13075835966,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%B4%B5%E9%98%B3%E4%B8%87%E8%B1%A1-20240713171840.png,True,True,False,ARS,6,26.566745,106.711121,26.566745,106.711121
A400331,深圳笋岗万象食家授权体验店,广东省,深圳市,罗湖区,广东省深圳市罗湖区梅园路71号万象食家L3层KL326号,10:00-22:00,"0755-82491692,18124148809",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1523_06-20250905174055.jpeg,True,True,False,ARS,6,22.559865,114.110598,22.559865,114.110598
AD101462,南京鼎胜珠江路百脑汇授权体验专区,江苏省,南京市,玄武区,"江苏省南京市玄武区珠江路333号百脑汇一楼1A06,1B07",周一至周日9：00-18：00,13951913615,147210557@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20251028104646.png,True,True,False,New type of lighting material,7,32.05564,118.800028,32.05564,118.800028
60036998,厦门湾悦城授权体验店,福建省,厦门市,湖里区,福建省厦门市湖里区日圆二里1号厦门湾悦城一层L1-028A商铺,10:00-22:00,"0592-2092268,18059859064",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%8E%A6%E9%97%A8%E6%B9%BE%E6%82%A6%E5%9F%8E-20251119163158.png,True,True,False,ARS,6,24.518275,118.156987,24.518275,118.156987
A1000249,合肥当代桐城路照材店,安徽省,合肥市,包河区,安徽省合肥市包河区桐城南路358号江南新里程当代数码门,9:00~19:00,"0551-62639399,18156093955",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%AE%89%E5%BE%BD%E9%91%AB%E6%8B%93%E6%9D%A5-%E5%A7%9C%E4%B9%94-20230309160905.png,True,True,False,New type of lighting material,7,31.841329,117.287312,31.841329,117.287312
60023539,兰州万达茂授权体验店,甘肃省,兰州市,七里河区,甘肃省兰州市七里河区秀川街道南滨河中路3499号万达茂1F-1017号商铺,10:00-22:00,13359408590,13359408590@189.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20241119111234.png,True,True,False,ARS,6,36.089854,103.680547,36.089854,103.680547
60036110,济南恒隆广场授权体验店,山东省,济南市,历下区,山东省济南市历下区泉城路188号东塔1楼127,10:00-22:00,13583171355,397032467@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250922153743.jpg,True,True,False,ARS,6,36.663795,117.023722,36.663795,117.023722
60026204,宝鸡银泰城授权体验店,陕西省,宝鸡市,金台区,陕西宝鸡市金台区金台大道66号宝鸡银泰城1F-32号,10:00-22:00,17791105112,17791105112@189.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241230112509.png,True,True,False,ARS,6,34.36,107.2,34.36,107.2
60037075,广元利州万达授权体验专区,四川省,广元市,利州区,四川省广元市利州区万缘路与万缘大桥交叉口东南角广元万达广场一号门,10:00-22:00,19180164358,19180164358@189.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%B1%BC%E6%B4%8B-20251030105709.png,True,True,False,ARS,7,32.424358,105.875969,32.424358,105.875969
A0500120,南京百影锦创书城照材店,江苏省,南京市,玄武区,南京玄武区珠江路657号锦创书城一路A座1-3（沿街）,09:00~18:00,13611500267,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B1%9F%E8%8B%8F%E7%99%BE%E5%BF%97%E5%BD%B1-%E7%99%BE%E5%BD%B1-%E9%99%86%E7%A3%8A-20230308215914.png,True,True,False,New type of lighting material,7,32.065101,118.768883,32.065101,118.768883
60036637,郴州锐飞解放路照材店,湖南省,郴州市,北湖区,湖南省郴州市解放路103号,9:00-18:00,15607358088,327117206@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20251014105703.png,True,True,False,New type of lighting material,7,25.802275,113.03437,25.802275,113.03437
A1000697,滨州长城数码授权体验专区,山东省,滨州市,滨城区,山东省滨州市滨城区黄河五路与渤海六路交叉路口向南50米路东,8:30-17:30,13605438563;0543-2111066,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20240207153117-20240207153550.jpg,True,True,False,New type of lighting material,7,37.387016,118.032622,37.387016,118.032622
A0500026,荆州弄潮红门路照材店,湖北省,荆州市,沙市区,湖北省荆州市沙市区红门路红景嘉园B区一楼,8:30~18:00,18972126007,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%8D%86%E5%B7%9E-20230714191605.png,True,True,False,New type of lighting material,7,30.308368,112.262165,30.308368,112.262165
A0500018,常州恐龙园售点,江苏省,常州市,新北区,江苏省常州市新北区河海东路60号迪诺水镇19号楼,"周一至周四9:30-21:00,周五9:30-21:30,周六9:00-21:30,周日9:00-21:00",13775123459,185788750@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250421145750.png,True,True,False,New type of lighting material,7,31.822314,120.006097,31.822314,120.006097
A0300005,长沙科佳摄影城专营店,湖南省,长沙市,芙蓉区,长沙市芙蓉区解放东路科佳摄影城121-1号,周一至周日:9:00-18:00,"0731-88000606,13975108805",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20241209104149.png,True,True,False,New type of lighting material,7,28.190948,113.009345,28.190948,113.009345
A0800291,成都富卓华凌摄影城照材店,四川省,成都市,金牛区,四川省成都市金牛区文家巷12号华凌摄影城1楼A2,9:00~17:30,13982155220,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%88%90%E9%83%BD%E5%AF%8C%E5%8D%93-%E5%BB%96%E5%AE%B6%E8%B7%83-20230309113554.png,True,True,False,New type of lighting material,7,30.683782,104.044756,30.683782,104.044756
60037541,常州天宁吾悦授权体验店,江苏省,常州市,天宁区,江苏省常州市天宁区东方西路名山路交叉口天宁吾悦1F-1062,周一到周四10:00-21:30，周五到周日10:00-22:00,13645191765,lijiachen@feishangkeji.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%8E%E4%BD%B3%E7%90%9B-20251121163824.png,True,True,False,ARS,6,31.767129,120.004314,31.767129,120.004314
60028248,成都京东MALL授权体验店,四川省,成都市,武侯区,四川省成都市武侯区都会路59号成都京东MALL1楼,10：00-22：00,13688481883,1274967351@QQ.COM,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250401103544.png,True,True,False,ARS,6,30.609839,104.070551,30.609839,104.070551
60019872,陕西榆林万达授权体验店,陕西省,榆林市,榆阳区,陕西榆林市榆阳区榆林市高新技术产业园区长兴路175号万达广场1F层1052B号商铺,10:00-22:00,19102930573,19102930573@189.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%A6%86%E6%9E%97%E6%A6%86%E9%98%B3-20240927170552.jpg,True,True,False,ARS,6,38.25,109.75,38.25,109.75
60000997,昆明万象城授权体验店,云南省,昆明市,官渡区,云南省昆明市官渡区环城南路1号昆明万象城B108商铺,周日-周四10:00-22:00，周五-周六10:00-22:30,0871-65836039,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%98%86%E4%B8%87-20231222174443.png,True,True,False,ARS,6,25.029693,102.734004,25.029693,102.734004
60000797,厦门磐基中心授权体验店,福建省,厦门市,思明区,福建省厦门市思明区磐基名品中心,10:00-22:00,"15359312317,0592-5830382",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1349_06-20250818161903.jpeg,True,True,False,ARS,6,24.482665,118.120328,24.482665,118.120328
60000776,重庆IFS国金中心授权体验店,重庆市,重庆市,江北区,重庆市江北区庆云路1号IFS国金中心L118b号,10:00-22:00,"023-67629136,19332287597",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_5-20250210163100.jpeg,True,True,False,ARS,6,29.51868,106.518509,29.51868,106.518509
A0400289,广州番禺天河城授权体验店,广东省,广州市,番禺区,广东省广州市番禺区南村镇万博二路180号粤海广场B独栋144、237铺,10:00~22:00,020-31563090/18922182051/020-84509117,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_352_06-20250225153802.jpeg,True,True,False,ARS,6,23.005474,113.348117,23.005474,113.348117
A0400381,西安益田假日世界授权体验店,陕西省,西安市,新城区,西安市新城区长乐西路益田假日世界购物中心1F,10:00~22:00,029-83220126/17392540513,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%A5%BF%E5%AE%89%E7%9B%8A%E7%94%B0-20240709120936.png,True,True,False,ARS,6,34.269737,108.973356,34.269737,108.973356
60028951,深圳罗湖KKMALL授权体验店,广东省,深圳市,罗湖区,深圳市罗湖区桂园街道深南东路5016号京基KK MALL一楼L108铺,周日-周四：10:00-22:00 周五-周六：10:00-22:30,"0755-25123824,18938089952",517757753@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%BD%97%E6%B9%96-20250429113127.jpeg,True,True,False,ARS,6,22.547592,114.101476,22.547592,114.101476
A1000738,石家庄恒威太和电子城照材店,河北省,石家庄市,新华区,太和电子城1F58号西,8:30~21:00,15831161919,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%81%92%E5%A8%81-20230329213032.png,True,True,False,New type of lighting material,7,38.044751,114.504767,38.044751,114.504767
60033881,黔东南凯里国贸授权体验店,贵州省,黔东南苗族侗族自治州,凯里市,贵州省黔东南苗族侗族自治州凯里市北京西路21号国贸购物中心1F,10:30-22:00,18985619016,2641080493@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250814111934.png,True,True,False,ARS,6,26.580681,107.973153,26.580681,107.973153
A0400340,深圳上梅林卓悦汇授权体验店,广东省,深圳市,福田区,深圳市福田区中康路126号卓悦汇购物中心一楼L1-01大疆,"周日~周四:10:00~22:00   
周五~周六:10:00~22:30","0755-23914289,13686801773",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241017210034.png,True,True,False,ARS,6,22.569989,114.060223,22.569989,114.060223
60020822,台州温岭银泰城授权体验店,浙江省,台州市,温岭市,浙江省台州市温岭市中华路728号温岭银泰城一层1F020-A商铺,"周一至周四10:00-21:30, 周五至周日10:00-22:00",0576-86472686,zhuzhihao@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20241025160915.png,True,True,False,ARS,6,28.39,121.36,28.39,121.36
60037217,江门新会万达授权体验店,广东省,江门市,新会区,广东省广东省江门市新会区启超大道2号万达广场一楼1018A铺,10:00-22:00,15521670207,812027719@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%82%96%E4%B8%9C%E5%BC%BA-20251107150327.png,True,True,False,ARS,6,22.51,113.05,22.51,113.05
60014714,哈尔滨远大授权体验专区,黑龙江省,哈尔滨市,南岗区,黑龙江省哈尔滨市南岗区果戈里大街378号5F-B14,9:00-21:30,18724512007,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%BF%9C%E5%A4%A7-20240624214914.jpeg,True,True,False,ARS,7,45.760565,126.643868,45.760565,126.643868
A0400267,广州天河城授权体验店,广东省,广州市,天河区,广东省广州市天河区天河路天河城4楼408铺,10:00~22:00,"18925161044,020-83624676",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1116_04-20250711164344.png,True,True,False,ARS,6,23.137654,113.329203,23.137654,113.329203
60037295,珠海金湾华发商都授权体验店,广东省,珠海市,金湾区,珠海市金湾区三灶镇金河东路720号金湾华发商都A馆一层A1024b、A1025b号,"周天至周四10:00-22:00, 周五至周六10:00-22:30",0756-7266991,838292234@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%86%AF%E5%BB%BA%E9%93%AD-20251114162331.png,True,True,False,ARS,6,22.120125,113.367869,22.120125,113.367869
A1000416,南宁艺联古城路体验专区,广西壮族自治区,南宁市,青秀区,南宁市青秀区古城路2-8号103铺,9:30~18:00,13978809101,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%8D%97%E5%AE%81%E8%89%BA%E8%81%94-20240905104312-20250519174312.png,True,True,False,New type of lighting material,7,22.813361,108.342993,22.813361,108.342993
A1000542,广州索盟友谊国金授权体验专区,广东省,广州市,天河区,广州市天河区猎德街道珠江西路5号广州友谊商场国金店M层大疆体验专区,周一至周日10:00-22:00,18928743156,yqingfei@gzsuomeng.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20251118153602.png,True,True,False,New type of lighting material,7,23.118525,113.322689,23.118525,113.322689
A1000116,焦作众邦和诚外滩授权体验专区,河南省,焦作市,解放区,河南省焦作市解放区王褚街道新安路与政一街交叉口1828号DJI大疆无人机,9:00-20:00,"18530053340,15978790376",2282914197@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250519121339.png,True,True,False,New type of lighting material,7,35.216677,113.232365,35.216677,113.232365
60000549,兰州万象城授权体验店,甘肃省,兰州市,城关区,甘肃省兰州市城关区庆阳路2号万象城621,10：00-22：00,13919010117,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%85%B0%E5%B7%9E%E4%B8%87%E8%B1%A1-20240709123317.png,False,True,False,ARS,6,36.05445,103.831602,36.05445,103.831602
60033830,昆明世纪金源授权体验店,云南省,昆明市,官渡区,云南省昆明市官渡区金源大道1号B-1022、1023B号商铺,周天至周四10:00-22:00 周五至周六10:00-22:30,15368714212,1249500810@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250812171409.png,True,True,False,ARS,6,24.983597,102.768917,24.983597,102.768917
A10000004,威海威高授权体验店,山东省,威海市,环翠区,山东省威海市环翠区新威路17-5号威高广场购物中心A馆1层 L-X102,10:00~22:00,13061107073,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E7%89%9F%E5%AE%B6%E7%A3%8A(%E5%A8%81%E6%B5%B7%E5%A8%81%E9%AB%98%E5%BA%97)-20230116105317.png,True,True,False,ARS,6,37.509026,122.121105,37.509026,122.121105
60019871,三亚国际免税城授权体验店,海南省,三亚市,海棠区,海南省三亚市海棠区海棠北路118号cdf三亚国际免税城一期B区3楼,10:00-22:00,13750267464,83014978@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%89%E4%BA%9A-20240927155830.png,True,True,False,ARS,6,18.372035,109.750965,18.372035,109.750965
60035970,宜宾万象天地授权体验店,四川省,宜宾市,叙州区,四川省宜宾市叙州区栀香路6号万象宜宾天地NL115号,周日到周四10:00-22:00；周五周六10:00-22:30,17711227920,yufu920@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250916145929.png,True,True,False,ARS,6,28.729311,104.630997,28.729311,104.630997
60016089,唐山爱琴海授权体验店,河北省,唐山市,路北区,河北省唐山市路北区爱琴海购物公园一层F1031B+F1032号,周一至周四 09:30-21:30;周五至周日 09:30-22:00,13230579929,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_879_06-20241216155801.png,True,True,False,ARS,6,39.639206,118.171286,39.639206,118.171286
AD101382,宜昌江山珍珠路照材店,湖北省,宜昌市,西陵区,湖北省宜昌市西陵区珍珠路53号,08:00~18:00,18972009525,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%AE%9C%E6%98%8C%E6%B1%9F%E5%B1%B1%E6%95%B0%E7%A0%81-%E7%A7%A6%E7%AB%8B%E6%B8%85-20230309163827.png,True,True,False,New type of lighting material,7,30.706348,111.287023,30.706348,111.287023
000001,DJI 大疆|哈苏 杭州万象城旗舰店,浙江省,杭州市,上城区,杭州市上城区富春路701号杭州万象城商场B1层B1S90铺位,10:00~22:00,0571-85177981,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%AD%E5%B7%9E%E4%B8%87%E8%B1%A1%E5%9F%8E%E6%97%97%E8%88%B0%E5%BA%97-20240109175201.png,True,True,False,ARS,4,30.251975,120.215619,30.251975,120.215619
60035139,西安曲江金地授权体验店,陕西省,西安市,雁塔区,陕西省西安市曲江新区曲江池东路999号金住地广场F1楼F117A-F117B号商铺,10:00-22:00,15399462902,153994621902@189.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250827150009.png,True,True,False,ARS,6,34.203397,108.988435,34.203397,108.988435
A400311,郑州熙地港授权体验店,河南省,郑州市,金水区,河南省郑州市金水区农业东路15号熙地港购物中心1F L1045,10:00~22:00,17503827430,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_369_08-20241023183040.jpeg,True,True,False,ARS,6,34.785197,113.716562,34.785197,113.716562
AD101552,合肥佳越宿松路授权体验专区,安徽省,合肥市,包河区,包河区黄山路与宿松路交口汇云大厦一楼,周一至周日9：00-18：00,"0551-62612911,18919667590",95420561@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250926162715.png,True,True,False,New type of lighting material,7,31.848294,117.279287,31.848294,117.279287
60028957,宝鸡奥通星钻照材售点,陕西省,宝鸡市,渭滨区,陕西省宝鸡市高新开发区高新大道63号院星钻国际A栋1楼 A1-S1,周一至周天9：00-21：00,"0917-3538588,15891461466",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250430120123.png,True,True,False,New type of lighting material,7,34.35333,107.23597,34.35333,107.23597
60014951,DJI大疆|哈苏 武汉SKP-S概念店,湖北省,武汉市,武昌区,武汉市武昌区沙湖大道18号武汉SKP商场GF层B1010铺位,10:00-22:00,18672945891,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%AD%A6%E6%B1%89SKP-20240704220218.png,True,True,False,ARS,5,30.563347,114.345175,30.563347,114.345175
60000689,南宁江南万达授权体验店,广西壮族自治区,南宁市,江南区,广西南宁市江南区江南万达广场1楼1013号铺,10:00-22:00,0771-3363098,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_329_06-20250219145736.jpeg,True,False,False,ARS,6,22.789777,108.31297,22.789777,108.31297
60021117,江阴人民中路售点,江苏省,无锡市,江阴市,江苏省江阴市澄江街道人民中路31号,周一至周日 9:00-21:00,13815282180,312915446@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20241030145918.png,True,True,False,New type of lighting material,7,31.904433,120.276786,31.904433,120.276786
A0600026,北京创世飞翔首钢园专营店,北京市,北京市,石景山区,北京市石景山区五一剧场路1号院2号楼B2座1层DJI大疆店,周一至周日10:00—20:00,13601248598,anhq@163.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250320111746.png,True,True,False,New type of lighting material,7,39.925294,116.162634,39.925294,116.162634
AD101478,西安光顺未央赛格授权体验专区,陕西省,西安市,未央区,陕西省西安市未央区凤城二路赛格电子市场A座2楼A2005,周一至周日9:30-18:30,15029673921,190165398@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20241009104609-20241009104656.png,True,True,False,New type of lighting material,7,34.32354,108.94622,34.32354,108.94622
A0400335,DJI 大疆|哈苏 上海前滩太古里概念店,上海市,上海市,浦东新区,上海市浦东新区东育路500号前滩太古里商场二楼木区w-L2-01B 大疆DJI,周一到周日 10:00-22:00,021-50936318,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E5%89%8D%E6%BB%A9%E5%A4%AA%E5%8F%A4%E9%87%8C%E6%A6%82%E5%BF%B5%E5%BA%97-20240109175831.png,True,True,False,ARS,5,31.221682,121.544433,31.221682,121.544433
60029732,昆明七彩云南第壹城授权体验店,云南省,昆明市,呈贡区,朝云街七彩云南第壹城A1-1F016号商铺,周天至周四10:00-22:00 周五至周六10:00-22:30,13330528439,543070260@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250519141117.png,True,True,False,ARS,6,24.883807,102.83241,24.883807,102.83241
60015451,深圳大运天地授权体验店,广东省,深圳市,龙岗区,深圳市龙岗区龙翔大道3001号大运天地南L1 SL114,10:00-22:00,"0755-28260594,19129960836",529081228@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E8%BF%90-20240729103104.png,True,True,False,ARS,6,22.697526,114.219146,22.697526,114.219146
A400395,大连恒隆授权体验店,辽宁省,大连市,西岗区,"辽宁省大连市西岗区五四路66号
恒隆广场B1层B09店铺",10:00~21:30,15242522665,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E8%BF%9E%E6%81%92%E9%9A%86%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240317212341.jpeg,True,True,False,ARS,6,38.906257,121.609536,38.906257,121.609536
A0400051,沈阳百脑汇1F专营店,辽宁省,沈阳市,和平区,辽宁省沈阳市和平区三好街90甲1层SYA1A15商铺,9:00~17:30,13840548281,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B2%88%E9%98%B3%E5%BE%A1%E9%A2%86%E9%A3%9E-%E4%BE%AF%E9%93%81%E5%86%9B-20230309172456.png,True,True,False,New type of lighting material,7,41.767506,123.427474,41.767506,123.427474
60019950,青岛凯德广场授权体验店,山东省,青岛市,市北区,山东省青岛市市北区黑龙江南路18号凯德MALL新都心1层14号,"周一至周四10:00-22:00,周五至周日9:30-22:00",15898848565,61156824@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_583_06-20241113111527.png,True,True,False,ARS,6,36.11999,120.40246,36.11999,120.40246
60020205,泸州万象汇授权体验店,四川省,泸州市,江阳区,四川省泸州市康城路一段华润万象汇L3层105号,"周日至周四10:00-22:00, 周五至周六10:00-22:30","0830-2392168,19161970830",328321324@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20241010194948-20241010195001.png,True,True,False,ARS,6,28.899997,105.417789,28.899997,105.417789
