id,mall_code,name,original_name,province_code,city_code,district_code,province_name,city_name,district_name,address,lat,lng,business_area,amap_poi_id,mall_category,mall_level,developer,is_outlet,is_airport_mall,source,store_count,brand_count,brand_score_luxury,brand_score_light_luxury,brand_score_outdoor,brand_score_ev,brand_score_total,data_quality_score,created_at,updated_at,name_norm,admin_match_method,mall_category_method,mall_level_method,location_wkt,developer_group,developer_group_type,developer_confidence,opened_year,mall_lux_segment,mall_price_segment,mall_main_audience,mall_business_mix_type,revenue_bucket_value,revenue_bucket_confidence,revenue_bucket_source_type,evidence,search_snippets,business_area_id
7539,MALL_0D49BCCE,华联生活广场,华联生活广场,370000,370100,370103,山东省,济南市,市中区,南辛庄西路320号,36.619482,116.95908,济南大学西校区/济南大学,B0FFGCW6G6,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,华联生活,district_code,keyword_lifestyle,brand_store_rule,POINT(116.95908 36.619482),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1962
7540,MALL_0C136EC2,同福商城,同福商城,370000,370100,370103,山东省,济南市,市中区,纬三路64号,36.660682,116.994029,经四路,B02130VYXI,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,同福,district_code,keyword_shopping,brand_store_rule,POINT(116.994029 36.660682),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2388
7542,MALL_AA99EF73,大观园文化商城,大观园文化商城,370000,370100,370103,山东省,济南市,市中区,纬二路大观园院内29号,36.661439,116.996621,经四路,B0FFHBH6DA,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,大观园文化,district_code,keyword_shopping,brand_store_rule,POINT(116.996621 36.661439),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2388
7543,MALL_7A692AC4,尚品1街,尚品1街,370000,370100,370103,山东省,济南市,市中区,共青团路25号济南绿地中心,36.662627,117.006944,共青团路,B0FFJ03GU9,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,尚品1街,district_code,typecode_0601,brand_store_rule,POINT(117.006944 36.662627),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,494
7544,MALL_ADA6238B,悦动城,悦动城(省体店),370000,370100,370103,山东省,济南市,市中区,经十路124号鲁能泰山广场,36.645006,117.010697,体育中心,B0FFG6TT53,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,悦动城,district_code,keyword_shopping,brand_store_rule,POINT(117.010697 36.645006),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,428
7545,MALL_3BBD2D8B,振华商厦,振华商厦(经四路店),370000,370100,370103,山东省,济南市,市中区,经四路3号,36.662845,117.004963,经四路,B021307V1Z,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,振华商厦,district_code,typecode_0601,brand_store_rule,POINT(117.004963 36.662845),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2388
7546,MALL_311AE685,明珠顶汇,明珠顶汇(建工明珠大厦店),370000,370100,370103,山东省,济南市,市中区,经一路88号明珠国际商务港2层,36.667076,116.992333,纬三路,B0FFFENORS,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,明珠顶汇,district_code,typecode_0601,brand_store_rule,POINT(116.992333 36.667076),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2375
7547,MALL_8ECB9579,欧亚大观乐活城,欧亚大观乐活城,370000,370100,370103,山东省,济南市,市中区,刘长山路20号,36.633151,116.982364,阳光100/阳光新路,B0GK4ANU8A,shopping_mall,D,,False,False,amap,2,2,0,0,0,0,2,80,2025-12-06 03:18:06,2025-12-06 03:18:06,欧亚大观乐活城,district_code,keyword_shopping,brand_store_rule,POINT(116.982364 36.633151),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2917
7549,MALL_BE360CA4,济南市新世界地下商城,济南市新世界地下商城,370000,370100,370103,山东省,济南市,市中区,马鞍山路13-1号附近,36.64513,117.00685,体育中心,B0FFGZ13H1,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,济南市新世界地下,district_code,keyword_shopping,brand_store_rule,POINT(117.00685 36.64513),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,428
7550,MALL_0B678AD1,祥泰广场6号楼,祥泰广场6号楼,370000,370100,370103,山东省,济南市,市中区,英西南路祥泰广场,36.616946,117.002903,七里山,B0FFLDA0GV,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,祥泰广场6号楼,district_code,keyword_shopping,brand_store_rule,POINT(117.002903 36.616946),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,15
7551,MALL_EC876F7B,英雄山人防商城,英雄山人防商城,370000,370100,370103,山东省,济南市,市中区,经十一路31号(泰山网球俱乐部东南),36.644961,116.996263,八一立交桥,B02130TZ6A,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,英雄山人防,district_code,keyword_shopping,brand_store_rule,POINT(116.996263 36.644961),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,无搜索结果，信息缺失,,462
7553,MALL_58D771BF,英雄山人防商城A2(出入口),英雄山人防商城A2(出入口),370000,370100,370103,山东省,济南市,市中区,马鞍山路与经十一路交叉口西南20米,36.645397,117.00183,,B02130X7QM,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,英雄山人防商城a2(出入口),district_code,keyword_shopping,brand_store_rule,POINT(117.00183 36.645397),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7554,MALL_797B2726,英雄山人防商城B9,英雄山人防商城B9(马鞍山路店),370000,370100,370103,山东省,济南市,市中区,经十一路与胜利大街交叉口西80米,36.645598,117.004391,体育中心,B0FFKHA7PH,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,英雄山人防商城b9,district_code,keyword_shopping,brand_store_rule,POINT(117.004391 36.645598),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,428
7556,MALL_153D7022,西河邻里中心,西河邻里中心,370000,370100,370103,山东省,济南市,市中区,万寿路88号,36.60452,117.000505,二环南路,B0FFFP9OBB,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,西河邻里,district_code,keyword_lifestyle,brand_store_rule,POINT(117.000505 36.60452),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,社区刚需,家庭亲子,零售主导,UNKNOWN,low,unknown,根据名称‘西河邻里中心’及地址信息判断为社区型商业，无公开信息支持其他属性,,331
7557,MALL_E6156664,贵和购物中心,贵和购物中心(领秀城店),370000,370100,370103,山东省,济南市,市中区,二环南路与英雄山路交叉口,36.593206,117.002588,二环南路,B0FFFGNTMD,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,贵和,district_code,keyword_shopping,brand_store_rule,POINT(117.002588 36.593206),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,331
7558,MALL_D71AEE9A,银座·奥特莱斯,银座·奥特莱斯(七里山店),370000,370100,370103,山东省,济南市,市中区,英雄山路161号银座·奥特莱斯七里山店,36.613655,117.004617,,B021307SMB,outlet,D,,True,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,银座,district_code,keyword_outlet,brand_store_rule,POINT(117.004617 36.613655),UNKNOWN,UNKNOWN,low,UNKNOWN,奥莱,大众,游客,零售主导,UNKNOWN,low,unknown,根据名称'银座·奥特莱斯'判断为奥特莱斯业态，主要服务游客，以零售为主；无公开信息可确认开发商、开业年份及营收水平,,1
7561,MALL_218D1C14,孝直供销社商场,孝直供销社商场,370000,370100,370124,山东省,济南市,平阴县,京澳线孝直中学南侧约260米,36.114441,116.454707,,B021307NXP,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,孝直供销社商场,district_code,typecode_0601,brand_store_rule,POINT(116.454707 36.114441),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,无搜索结果，信息不足无法判断,,1
7562,MALL_52874782,平阴商场,平阴商场,370000,370100,370124,山东省,济南市,平阴县,榆山路26号,36.287336,116.457657,,B0K1LRJ3WE,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,平阴商场,district_code,typecode_0601,brand_store_rule,POINT(116.457657 36.287336),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7563,MALL_DAA13B52,平阴龙宝商场,平阴龙宝商场,370000,370100,370124,山东省,济南市,平阴县,榆山路26号,36.287408,116.457656,,B0213074QX,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,平阴龙宝商场,district_code,typecode_0601,brand_store_rule,POINT(116.457656 36.287408),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7564,MALL_61DAB554,淘宝购物商场,淘宝购物商场(翠屏·淘宝城店),370000,370100,370124,山东省,济南市,平阴县,黄河路10号翠屏·淘宝城,36.283775,116.453401,,B0FFGOBQB2,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,淘宝购物商场,district_code,keyword_shopping,brand_store_rule,POINT(116.453401 36.283775),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7566,MALL_292E4E31,茂昌·银座新天地东区,茂昌·银座新天地东区,370000,370100,370124,山东省,济南市,平阴县,财源街与榆山路交叉口西南100米,36.285107,116.456092,,B0FFH29KFG,lifestyle_center,D,瑞安房地产,False,False,amap,0,0,0,0,0,0,0,70,2025-12-06 03:18:06,2025-12-06 03:18:06,茂昌银座新天地东区,district_code,keyword_lifestyle,brand_store_rule,POINT(116.456092 36.285107),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,无搜索结果，信息不足,,1
7567,MALL_52F8E898,茂昌·银座新天地西区,茂昌·银座新天地西区,370000,370100,370124,山东省,济南市,平阴县,黄河路208号银座商城(平阴店),36.284625,116.454275,,B0JD1AZFV1,lifestyle_center,D,瑞安房地产,False,False,amap,0,0,0,0,0,0,0,70,2025-12-06 03:18:06,2025-12-06 03:18:06,茂昌银座新天地西区,district_code,keyword_lifestyle,brand_store_rule,POINT(116.454275 36.284625),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7568,MALL_51CEBBF7,连心百悦生活广场,连心百悦生活广场,370000,370100,370124,山东省,济南市,平阴县,榆山路路东,36.285048,116.45748,,B021307QRF,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,连心百悦生活,district_code,keyword_lifestyle,brand_store_rule,POINT(116.45748 36.285048),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7569,MALL_1B6A4BDC,银座商城,银座商城(平阴店),370000,370100,370124,山东省,济南市,平阴县,黄河路208号,36.285052,116.455268,,B0FFH0SZ8L,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,银座,district_code,keyword_shopping,brand_store_rule,POINT(116.455268 36.285052),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7571,MALL_D651F27D,中人保安广场,中人保安广场,370000,370100,370104,山东省,济南市,槐荫区,二环西路2666号,36.698356,116.933305,二环西路,B02130U8UJ,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,中人保安,district_code,keyword_shopping,brand_store_rule,POINT(116.933305 36.698356),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,332
7572,MALL_A6356BE4,华联商厦,华联商厦(经二路店),370000,370100,370104,山东省,济南市,槐荫区,经二路571号,36.66107,116.973846,纬十二路,B02130156F,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,华联商厦,district_code,typecode_0601,brand_store_rule,POINT(116.973846 36.66107),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2377
7573,MALL_3704A5B9,华联商厦(西馆),华联商厦(西馆),370000,370100,370104,山东省,济南市,槐荫区,山东省济南市槐荫区西市场街道华联商厦西馆华联商厦(西馆),36.660452,116.974312,纬十二路,B021306RWT,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,华联商厦(西馆),district_code,typecode_0601,brand_store_rule,POINT(116.974312 36.660452),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2377
7574,MALL_56C2126F,和谐广场,和谐广场,370000,370100,370104,山东省,济南市,槐荫区,经十路22799号,36.649992,116.978074,经七路,B0213088CM,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,和谐,district_code,keyword_shopping,brand_store_rule,POINT(116.978074 36.649992),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2385
7575,MALL_BF6C6675,和谐广场北区,和谐广场北区,370000,370100,370104,山东省,济南市,槐荫区,经十路22799号,36.651096,116.977781,振兴街,B0FFH1E3HS,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,和谐广场北区,district_code,keyword_shopping,brand_store_rule,POINT(116.977781 36.651096),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1419
7576,MALL_37996C68,嘉华·华联商厦,嘉华·华联商厦(经二路店),370000,370100,370104,山东省,济南市,槐荫区,经二路571号,36.660961,116.973828,经一路,B0KDJA6GD3,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,嘉华华联商厦,district_code,typecode_0601,brand_store_rule,POINT(116.973828 36.660961),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2384
7577,MALL_2C95CB40,嘉华西馆,嘉华西馆,370000,370100,370104,山东省,济南市,槐荫区,西市场商圈经二路622号,36.66061,116.974122,纬十二路,B0FFIQXF5U,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,嘉华西馆,district_code,typecode_0601,brand_store_rule,POINT(116.974122 36.66061),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2377
7578,MALL_F58CF599,嘉华购物广场,嘉华购物广场(济南槐荫店),370000,370100,370104,山东省,济南市,槐荫区,豪行西市场街道经二路588号,36.660654,116.97647,纬十二路,B0FFG635VM,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,嘉华,district_code,keyword_shopping,brand_store_rule,POINT(116.97647 36.660654),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2377
7579,MALL_99C11EAD,幸福市集,幸福市集,370000,370100,370104,山东省,济南市,槐荫区,青岛路3316号中建幸福MALL一层47号,36.679079,116.900806,,B0KRVU8Q3Y,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,幸福市集,district_code,typecode_0601,brand_store_rule,POINT(116.900806 36.679079),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7580,MALL_BF731449,广友购物广场,广友购物广场,370000,370100,370104,山东省,济南市,槐荫区,张庄路44号(老屯地铁站B口步行260米),36.666684,116.957169,匡山,B02130UEFT,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,广友,district_code,keyword_shopping,brand_store_rule,POINT(116.957169 36.666684),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,656
7581,MALL_6620301C,弘阳广场,弘阳广场,370000,370100,370104,山东省,济南市,槐荫区,张庄路街道兴福寺路2660号,36.674328,116.908452,,B0G0A7XGYU,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,弘阳,district_code,keyword_shopping,brand_store_rule,POINT(116.908452 36.674328),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
7582,MALL_8342D0A6,时代商业广场,时代商业广场(华联商业街店),370000,370100,370104,山东省,济南市,槐荫区,经二路571号华联商业街,36.661793,116.97804,经一路,B0FFL9JNCC,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,时代,district_code,keyword_shopping,brand_store_rule,POINT(116.97804 36.661793),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2384
7583,MALL_571AF0F3,槐荫广场人防商城,槐荫广场人防商城,370000,370100,370104,山东省,济南市,槐荫区,经六路378号,36.654894,116.982835,经七路,B02130UDGC,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,槐荫广场人防,district_code,keyword_shopping,brand_store_rule,POINT(116.982835 36.654894),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2385
7584,MALL_A461FD72,欢乐颂,欢乐颂(绿地欢乐颂店),370000,370100,370104,山东省,济南市,槐荫区,刘长山路与腊山西路交叉口东80米(腊山南地铁站C口旁),36.624677,116.903966,,B0FFKBCPWL,shopping_mall,D,绿地集团,False,False,amap,15,5,0,0,0,0,5,90,2025-12-06 03:18:06,2025-12-06 03:18:06,欢乐颂,district_code,typecode_0601,brand_store_rule,POINT(116.903966 36.624677),绿地集团,民企头部,high,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,根据公开信息，该商场由绿地集团开发，但无明确开业年份及经营数据。品牌数量少且无高端品牌，推测为大众或社区刚需定位。,,1
7585,MALL_E7B35F60,汇邦邻里中心,汇邦邻里中心,370000,370100,370104,山东省,济南市,槐荫区,魏华西路与党杨路辅路交叉口东200米,36.627802,116.894343,,B0H36HXPTD,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,汇邦邻里,district_code,keyword_lifestyle,brand_store_rule,POINT(116.894343 36.627802),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,社区刚需,家庭亲子,零售主导,UNKNOWN,low,unknown,根据名称'汇邦邻里中心'及地址信息判断为社区型生活中心，无公开运营数据与开发商信息，推测为本地开发，业态以基础生活服务为主。,,1
7587,MALL_69A008F7,祥瑞四季商城,祥瑞四季商城,370000,370100,370104,山东省,济南市,槐荫区,经四路539号,36.658346,116.976097,经四路,B0FFFENWII,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,祥瑞四季,district_code,keyword_shopping,brand_store_rule,POINT(116.976097 36.658346),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2388
7588,MALL_411F56D6,路港·莳光里,路港·莳光里,370000,370100,370104,山东省,济南市,槐荫区,纬十路与经一路交叉口东南100米,36.661884,116.975474,经一路,B0J1Y5NMXS,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,路港莳光里,district_code,keyword_lifestyle,brand_store_rule,POINT(116.975474 36.661884),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,无搜索结果，信息不足,,2384
7589,MALL_410606FC,路港和平商城,路港和平商城,370000,370100,370104,山东省,济南市,槐荫区,西市场经二路农业银行旁边,36.661523,116.974471,纬十二路,B021306RVG,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,路港和平,district_code,keyword_shopping,brand_store_rule,POINT(116.974471 36.661523),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2377
7590,MALL_17C5FF3B,银座商城,银座商城(和谐广场店),370000,370100,370104,山东省,济南市,槐荫区,经十路22799号,36.649564,116.978239,经七路,B02130U6GU,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,银座,district_code,keyword_shopping,brand_store_rule,POINT(116.978239 36.649564),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2385
7591,MALL_DAC4F7B7,阳光100美乐汇,阳光100美乐汇,370000,370100,370104,山东省,济南市,槐荫区,阳光新路19号,36.637721,116.982073,阳光100/阳光新路,B02130U5HO,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,阳光100美乐汇,district_code,typecode_0601,brand_store_rule,POINT(116.982073 36.637721),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2917
7592,MALL_EA636C91,阳光100美乐汇北区,阳光100美乐汇北区,370000,370100,370104,山东省,济南市,槐荫区,阳光新路19号,36.638492,116.981997,阳光100/阳光新路,B0FFI095G4,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,阳光100美乐汇北区,district_code,typecode_0601,brand_store_rule,POINT(116.981997 36.638492),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2917
7593,MALL_56F3C6AC,阳光100美乐汇南区,阳光100美乐汇南区,370000,370100,370104,山东省,济南市,槐荫区,阳光新路19号阳光100美乐汇F3,36.636992,116.982235,阳光100/阳光新路,B0FFI095G3,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,阳光100美乐汇南区,district_code,typecode_0601,brand_store_rule,POINT(116.982235 36.636992),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2917
7594,MALL_02AFDD43,龙湖济南西城天街,龙湖济南西城天街,370000,370100,370104,山东省,济南市,槐荫区,经十路29299号(经十路与腊山河东路交叉口),36.652946,116.908122,,B0JGVC7UN1,shopping_mall,D,龙湖商业,False,False,amap,0,0,0,0,0,0,0,65,2025-12-06 03:18:06,2025-12-06 03:18:06,龙湖济南西城天街,district_code,keyword_shopping,brand_store_rule,POINT(116.908122 36.652946),龙湖集团,民企头部,high,UNKNOWN,快消,中高端,家庭亲子,零售主导,UNKNOWN,low,unknown,龙湖商业为龙湖集团下属商业地产板块，项目定位为城市级购物中心，以零售和家庭客群为主，无奥莱或重奢品牌信息,,1
7595,MALL_2053E6CE,优品购物中心,优品购物中心(龙海路店),370000,370100,370115,山东省,济南市,济阳区,开元大街济北中心西邻,36.976224,117.180696,济北,B0FFM34RDE,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,优品,district_code,keyword_shopping,brand_store_rule,POINT(117.180696 36.976224),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1961
7597,MALL_9DDFBF7C,华百广场,华百广场,370000,370100,370115,山东省,济南市,济阳区,富阳街47号,36.968432,117.175655,济北,B0FFFSRL13,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,华百,district_code,keyword_shopping,brand_store_rule,POINT(117.175655 36.968432),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1961
