business_area_id,key,name_raw,amap_id,adcode,province_code,city_code,district_code,province_name,city_name,district_name,center_lat,center_lng,mall_count,store_count,name
204,640303,金水街,640303,640303,640000,640300,640303,宁夏回族自治区,吴忠市,红寺堡区,37.42469599999999,106.06606899999998,4,3,金水街商圈
205,640381,利民西街,640381,640381,640000,640300,640381,宁夏回族自治区,吴忠市,青铜峡市,38.01537957142857,106.08330414285714,5,2,利民西街商圈
206,640425,兴彭大街,640425,640425,640000,640400,640425,宁夏回族自治区,固原市,彭阳县,35.849926,106.634765,6,2,兴彭大街商圈
207,640424,荣盛路,640424,640424,640000,640400,640424,宁夏回族自治区,固原市,泾源县,35.492312,106.34126,2,0,荣盛路商圈
208,640422,广场,640422,640422,640000,640400,640422,宁夏回族自治区,固原市,西吉县,35.966951,105.73133499999997,3,5,广场商圈
209,640423,六盘山,640423,640423,640000,640400,640423,宁夏回族自治区,固原市,隆德县,35.61865699999999,106.121506,6,0,六盘山商圈
210,640221,鼓楼北街,640221,640221,640000,640200,640221,宁夏回族自治区,石嘴山市,平罗县,38.90824099999999,106.54601199999999,9,12,鼓楼北街商圈
211,640121,李俊镇,640121,640121,640000,640100,640121,宁夏回族自治区,银川市,永宁县,38.338254500000005,106.2573358,6,14,李俊镇商圈
212,640105,同心路,640105,640105,640000,640100,640105,宁夏回族自治区,银川市,西夏区,38.490035,106.123551,1,3,同心路商圈
213,341623,人民中路,341623,341623,340000,341600,341623,安徽省,亳州市,利辛县,33.144071,116.20710699999997,10,6,人民中路商圈
214,341621,胜利西路,341621,341621,340000,341600,341621,安徽省,亳州市,涡阳县,33.508220000000016,116.200404,11,10,胜利西路商圈
215,341622,嵇康北路,341622,341622,340000,341600,341622,安徽省,亳州市,蒙城县,33.25927000000001,116.56041999999995,10,14,嵇康北路商圈
216,340111,屯溪路,340111,340111,340000,340100,340111,安徽省,合肥市,包河区,31.839250732673214,117.29100298514889,26,176,屯溪路商圈
217,340103,四里河路,340103,340103,340000,340100,340103,安徽省,合肥市,庐阳区,31.88954600000001,117.24016299999998,6,31,四里河路商圈
218,340102,临泉东路,340102,340102,340000,340100,340102,安徽省,合肥市,瑶海区,31.874066437500062,117.358224625,13,83,临泉东路商圈
219,340122,店埠,340122,340122,340000,340100,340122,安徽省,合肥市,肥东县,31.882909000000016,117.46717200000009,2,29,店埠商圈
220,340104,桃花,340104,340104,340000,340100,340104,安徽省,合肥市,蜀山区,31.809051775510188,117.21127238775506,6,43,桃花商圈
221,340121,水湖镇,340121,340121,340000,340100,340121,安徽省,合肥市,长丰县,32.47469999999999,117.16463499999999,2,4,水湖镇商圈
222,340803,集贤南路,340803,340803,340000,340800,340803,安徽省,安庆市,大观区,30.534224000000002,117.043961,11,29,集贤南路商圈
223,340881,龙眠,340881,340881,340000,340800,340881,安徽省,安庆市,桐城市,31.048296,116.96495499999997,9,9,龙眠商圈
224,341881,西津,341881,341881,340000,341800,341881,安徽省,宣城市,宁国市,30.626676999999987,118.98137399999997,7,10,西津商圈
225,341302,淮海中路,341302,341302,340000,341300,341302,安徽省,宿州市,埇桥区,33.64027800000002,116.98058200000006,11,35,淮海中路商圈
226,341321,西关,341321,341321,340000,341300,341321,安徽省,宿州市,砀山县,34.424288999999995,116.33737799999996,4,9,西关商圈
227,341322,中山北路,341322,341322,340000,341300,341322,安徽省,宿州市,萧县,34.185403,116.94666699999998,5,11,中山北路商圈
228,340403,学院南路,340403,340403,340000,340400,340403,安徽省,淮南市,田家庵区,32.63789410869561,117.01192271739127,16,30,学院南路商圈
229,340202,芜湖,340202,340202,340000,340200,340202,安徽省,芜湖市,镜湖区,31.336396115384577,118.38744492307696,26,52,芜湖商圈
230,340304,张公山公园-张公山,340304,340304,340000,340300,340304,安徽省,蚌埠市,禹会区,32.924229999999994,117.33985699999995,8,15,张公山公园-张公山商圈
231,340705,石城大道中段,340705,340705,340000,340700,340705,安徽省,铜陵市,铜官区,30.94302233333335,117.82858399999996,7,11,石城大道中段商圈
232,341022,齐云山,341022,341022,340000,341000,341022,安徽省,黄山市,休宁县,29.789770999999995,118.186118,2,3,齐云山商圈
233,341002,屯光大道,341002,341002,340000,341000,341002,安徽省,黄山市,屯溪区,29.724549999999997,118.342537,2,4,屯光大道商圈
234,370502,北一路,370502,370502,370000,370500,370502,山东省,东营市,东营区,37.45406042105265,118.49836857894735,5,33,北一路商圈
235,371302,北城新区,371302,371302,370000,371300,371302,山东省,临沂市,兰山区,35.07981225490201,118.34535245098037,17,85,北城新区商圈
236,371311,龙潭公园,371311,371311,370000,371300,371311,山东省,临沂市,罗庄区,34.977771000000004,118.28494499999996,7,3,龙潭公园商圈
237,371083,海阳所村,371083,371083,370000,371000,371083,山东省,威海市,乳山市,36.811288,121.617926,1,0,海阳所村商圈
238,371082,崖头,371082,371082,370000,371000,371082,山东省,威海市,荣成市,37.02685873684211,122.42411431578948,8,11,崖头商圈
239,371424,邢侗,371424,371424,370000,371400,371424,山东省,德州市,临邑县,37.19627394736841,116.85982252631577,7,12,邢侗商圈
240,371402,东风东路,371402,371402,370000,371400,371402,山东省,德州市,德城区,37.43172723076924,116.35802430769232,1,12,东风东路商圈
241,371428,广运,371428,371428,370000,371400,371428,山东省,德州市,武城县,37.210896,116.07868600000005,6,7,广运商圈
242,371403,临齐,371403,371403,370000,371400,371403,山东省,德州市,陵城区,37.333137,116.580999,1,7,临齐商圈
243,371425,晏城,371425,371425,370000,371400,371425,山东省,德州市,齐河县,36.79294700000001,116.76168699999998,5,14,晏城商圈
244,371102,日照,371102,371102,370000,371100,371102,山东省,日照市,东港区,35.420741702702664,119.49195572972968,19,55,日照商圈
245,371103,观海路,371103,371103,370000,371100,371103,山东省,日照市,岚山区,35.110471,119.31710000000001,4,5,观海路商圈
246,370402,解放路,370402,370402,370000,370400,370402,山东省,枣庄市,市中区,34.862234062500015,117.57090056249997,8,24,解放路商圈
247,370481,益康大道,370481,370481,370000,370400,370481,山东省,枣庄市,滕州市,35.07944717021276,117.15434202127673,11,36,益康大道商圈
248,370923,东平,370923,370923,370000,370900,370923,山东省,泰安市,东平县,35.92427466666666,116.40741200000001,3,0,东平商圈
249,370982,新汶,370982,370982,370000,370900,370982,山东省,泰安市,新泰市,35.870569999999994,117.686467,3,3,新汶商圈
250,370902,岱庙,370902,370902,370000,370900,370902,山东省,泰安市,泰山区,36.188359,117.13960499999995,7,23,岱庙商圈
251,370102,泺源,370102,370102,370000,370100,370102,山东省,济南市,历下区,36.658614999999976,117.02372699999982,6,73,泺源商圈
252,370112,仲宫,370112,370112,370000,370100,370112,山东省,济南市,历城区,36.500499999999995,117.02010300000003,2,5,仲宫商圈
253,370126,许商,370126,370126,370000,370100,370126,山东省,济南市,商河县,37.310857,117.158862,3,9,许商商圈
254,370105,宝华街,370105,370105,370000,370100,370105,山东省,济南市,天桥区,36.67087938461542,116.98240208974374,20,58,宝华街商圈
255,370103,二环南路,370103,370103,370000,370100,370103,山东省,济南市,市中区,36.60427530769229,116.99079446153844,6,20,二环南路商圈
256,370115,济北,370115,370115,370000,370100,370115,山东省,济南市,济阳区,36.97425799999999,117.17406799999998,8,13,济北商圈
257,370114,双山,370114,370114,370000,370100,370114,山东省,济南市,章丘区,36.68853600000001,117.529129,15,18,双山商圈
258,370116,凤城西大街,370116,370116,370000,370100,370116,山东省,济南市,莱芜区,36.203725,117.659583,4,3,凤城西大街商圈
259,370113,文昌,370113,370113,370000,370100,370113,山东省,济南市,长清区,36.550803999999985,116.75114400000002,8,6,文昌商圈
260,370811,太白楼,370811,370811,370000,370800,370811,山东省,济宁市,任城区,35.41253564285717,116.59722525,12,72,太白楼商圈
261,370303,商场西街,370303,370303,370000,370300,370303,山东省,淄博市,张店区,36.804732999999956,118.03747800000014,9,54,商场西街商圈
262,370321,张北路,370321,370321,370000,370300,370321,山东省,淄博市,桓台县,36.956654,118.10502100000002,6,11,张北路商圈
263,370302,般阳路,370302,370302,370000,370300,370302,山东省,淄博市,淄川区,36.641806999999986,117.97049199999996,7,13,般阳路商圈
264,371625,胜利三路,371625,371625,370000,371600,371625,山东省,滨州市,博兴县,37.144797999999994,118.13690999999996,4,8,胜利三路商圈
265,371621,南门大街,371621,371621,370000,371600,371621,山东省,滨州市,惠民县,37.483455,117.510214,2,6,南门大街商圈
266,371623,城东大街,371623,371623,370000,371600,371623,山东省,滨州市,无棣县,37.741678,117.61329299999998,5,4,城东大街商圈
267,371603,富城路,371603,371603,370000,371600,371603,山东省,滨州市,沾化区,37.697981,118.129922,1,3,富城路商圈
268,371602,三河湖,371602,371602,370000,371600,371602,山东省,滨州市,滨城区,37.39921264705883,118.0154523529412,3,14,三河湖商圈
269,371681,黄山三路,371681,371681,370000,371600,371681,山东省,滨州市,邹平市,36.88464299999999,117.74674199999995,15,11,黄山三路商圈
270,370781,王府,370781,370781,370000,370700,370781,山东省,潍坊市,青州市,36.688533812500026,118.47892940625007,7,25,王府商圈
271,370785,高密市密水,370785,370785,370000,370700,370785,山东省,潍坊市,高密市,36.375375000000005,119.756169,6,11,高密市密水商圈
272,370685,梦芝,370685,370685,370000,370600,370685,山东省,烟台市,招远市,37.383612,120.400027,1,0,梦芝商圈
273,370687,凤城,370687,370687,370000,370600,370687,山东省,烟台市,海阳市,36.700412,121.232621,3,2,凤城商圈
274,370611,衡山路,370611,370611,370000,370600,370611,山东省,烟台市,福山区,37.54789249999997,121.25712216666668,12,24,衡山路商圈
275,370602,只楚,370602,370602,370000,370600,370602,山东省,烟台市,芝罘区,37.54140695833332,121.34688999999996,6,18,只楚商圈
276,370613,观海路,370613,370613,370000,370600,370613,山东省,烟台市,莱山区,37.47018299999998,121.45490400000008,14,26,观海路商圈
277,370681,东莱,370681,370681,370000,370600,370681,山东省,烟台市,龙口市,37.646207,120.52125299999992,12,18,东莱商圈
278,371581,新华路,371581,371581,370000,371500,371581,山东省,聊城市,临清市,36.840557999999994,115.70858,6,10,新华路商圈
279,371522,燕塔,371522,371522,370000,371500,371522,山东省,聊城市,莘县,36.237261999999994,115.66536199999999,4,6,燕塔商圈
280,371721,曹城,371721,371721,370000,371700,371721,山东省,菏泽市,曹县,34.820616999999984,115.54258499999999,4,9,曹城商圈
281,371702,和平路,371702,371702,370000,371700,371702,山东省,菏泽市,牡丹区,35.2249511111111,115.48602100000005,6,21,和平路商圈
282,371725,唐塔,371725,371725,370000,371700,371725,山东省,菏泽市,郓城县,35.602573,115.94304000000007,7,17,唐塔商圈
283,370215,即墨,370215,370215,370000,370200,370215,山东省,青岛市,即墨区,36.384898604166644,120.44733883333328,13,35,即墨商圈
284,370214,正阳路,370214,370214,370000,370200,370214,山东省,青岛市,城阳区,36.296383300000024,120.39961269999996,17,53,正阳路商圈
285,370212,香港东路,370212,370212,370000,370200,370212,山东省,青岛市,崂山区,36.088184166666636,120.4490229166667,8,40,香港东路商圈
286,370203,即墨路,370203,370203,370000,370200,370203,山东省,青岛市,市北区,36.081523539682536,120.34946552380951,12,51,即墨路商圈
287,370202,湛山,370202,370203,370000,370200,370203,山东省,青岛市,市北区,36.061836,120.36821700000012,16,53,湛山商圈
288,370283,李园,370283,370283,370000,370200,370283,山东省,青岛市,平度市,36.78390921428571,119.94454614285705,9,19,李园商圈
289,370213,李村,370213,370213,370000,370200,370213,山东省,青岛市,李沧区,36.16121700000001,120.42785599999993,1,36,李村商圈
290,370281,中云,370281,370281,370000,370200,370281,山东省,青岛市,胶州市,36.28058813636364,120.00038668181818,11,11,中云商圈
291,370285,水集,370285,370285,370000,370200,370285,山东省,青岛市,莱西市,36.86489737037038,120.52069751851857,12,15,水集商圈
292,370211,灵山路,370211,370211,370000,370200,370211,山东省,青岛市,黄岛区,35.909585285714286,120.0559976666667,2,19,灵山路商圈
293,141002,滨河路,141002,141002,140000,141000,141002,山西省,临汾市,尧都区,36.061914,111.48973099999999,6,5,滨河路商圈
294,141021,晋都北路,141021,141021,140000,141000,141021,山西省,临汾市,曲沃县,35.645076,111.474605,1,4,晋都北路商圈
295,141129,凤城南街,141129,141129,140000,141100,141129,山西省,吕梁市,中阳县,37.34141499999999,111.194272,4,2,凤城南街商圈
296,141121,西大街,141121,141121,140000,141100,141121,山西省,吕梁市,文水县,37.436839,112.02919599999997,4,11,西大街商圈
297,141125,贺昌大街,141125,141125,140000,141100,141125,山西省,吕梁市,柳林县,37.43256300000001,110.89454,5,7,贺昌大街商圈
298,140213,雁同东路,140213,140213,140000,140200,140213,山西省,大同市,平城区,40.0869780909091,113.3061616363636,12,43,雁同东路商圈
299,140109,长风桥西,140109,140109,140000,140100,140109,山西省,太原市,万柏林区,37.830381285714225,112.5183475132276,28,161,长风桥西商圈
300,140108,兴华街,140108,140109,140000,140100,140109,山西省,太原市,万柏林区,37.90925012389384,112.55139250442502,22,91,兴华街商圈
301,140105,北营,140105,140105,140000,140100,140105,山西省,太原市,小店区,37.76738889075628,112.59049094117653,6,113,北营商圈
302,140106,五龙口,140106,140107,140000,140100,140107,山西省,太原市,杏花岭区,37.864449000000015,112.58840599999994,8,67,五龙口商圈
303,140928,新建南路,140928,140928,140000,140900,140928,山西省,忻州市,五寨县,38.91089900000001,111.84305199999997,4,3,新建南路商圈
304,140923,东大街,140923,140923,140000,140900,140923,山西省,忻州市,代县,39.068277,112.96272799999998,4,5,东大街商圈
305,140931,府前大街,140931,140931,140000,140900,140931,山西省,忻州市,保德县,39.026478,111.09655699999999,3,4,府前大街商圈
306,140932,中大街,140932,140932,140000,140900,140932,山西省,忻州市,偏关县,39.439482,111.498421,1,1,中大街商圈
307,140981,前进西街,140981,140981,140000,140900,140981,山西省,忻州市,原平市,38.73196800000002,112.703447,12,14,前进西街商圈
308,140929,北大街,140929,140929,140000,140900,140929,山西省,忻州市,岢岚县,38.704597,111.57198100000001,3,2,北大街商圈
309,140902,长征西街,140902,140902,140000,140900,140902,山西省,忻州市,忻府区,38.42698512727274,112.72519883636372,21,34,长征西街商圈
310,140927,南关东街,140927,140927,140000,140900,140927,山西省,忻州市,神池县,39.086735,112.203203,1,3,南关东街商圈
311,140926,汾河大街,140926,140926,140000,140900,140926,山西省,忻州市,静乐县,38.354596,111.943853,2,1,汾河大街商圈
312,140781,新建西路,140781,140781,140000,140700,140781,山西省,晋中市,介休市,37.023928599999984,111.91696052000003,6,19,新建西路商圈
313,140728,顺城路,140728,140728,140000,140700,140728,山西省,晋中市,平遥县,37.197139,112.17166799999997,6,5,顺城路商圈
314,140702,定阳路,140702,140702,140000,140700,140702,山西省,晋中市,榆次区,37.694782801652885,112.74049733057825,15,106,定阳路商圈
315,140721,迎春北路,140721,140721,140000,140700,140721,山西省,晋中市,榆社县,37.073482,112.971807,2,2,迎春北路商圈
316,140727,新建南路,140727,140727,140000,140700,140727,山西省,晋中市,祁县,37.350883,112.33150100000002,4,9,新建南路商圈
317,140502,步行街,140502,140502,140000,140500,140502,山西省,晋城市,城区,35.49775799999998,112.84418800000002,18,53,步行街商圈
318,140623,迎宾北路,140623,140623,140000,140600,140623,山西省,朔州市,右玉县,39.992478,112.46477699999998,2,1,迎宾北路商圈
319,140621,青年西路,140621,140621,140000,140600,140621,山西省,朔州市,山阴县,39.522733,112.813436,5,0,青年西路商圈
320,140681,云州西街,140681,140681,140000,140600,140681,山西省,朔州市,怀仁市,39.82793800000001,113.09954200000001,5,6,云州西街商圈
321,140602,鄯阳东街,140602,140602,140000,140600,140602,山西省,朔州市,朔城区,39.31887106249999,112.42918681249996,19,29,鄯阳东街商圈
322,140882,振兴东路,140882,140882,140000,140800,140882,山西省,运城市,河津市,35.59041200000001,110.71450000000003,14,16,振兴东路商圈
323,140802,解放路,140802,140802,140000,140800,140802,山西省,运城市,盐湖区,35.039935624999984,111.01230474999996,8,32,解放路商圈
324,140403,东大街,140403,140403,140000,140400,140403,山西省,长治市,潞州区,36.178175237288144,113.12631577966114,16,43,东大街商圈
325,140302,下站,140302,140302,140000,140300,140302,山西省,阳泉市,城区,37.86060100000003,113.59025199999998,22,34,下站商圈
326,140321,平阳路,140321,140321,140000,140300,140321,山西省,阳泉市,平定县,37.79860800000002,113.63332399999994,8,16,平阳路商圈
327,140322,秀水西街,140322,140322,140000,140300,140322,山西省,阳泉市,盂县,38.08741199999998,113.40007399999999,11,11,秀水西街商圈
328,441900,松山湖,441900,441900,440000,441900,441900,广东省,东莞市,黄江镇,22.99869936224491,113.8084009489797,12,184,松山湖商圈
329,442000,京华,442000,442000,440000,442000,442000,广东省,中山市,横栏镇,22.54169764150943,113.37379607547179,5,48,京华商圈
330,445302,兴云中路,445302,445302,440000,445300,445302,广东省,云浮市,云城区,22.931129666666667,112.04536855555553,7,11,兴云中路商圈
331,445322,工业大道,445322,445322,440000,445300,445322,广东省,云浮市,郁南县,23.239527,111.534805,2,4,工业大道商圈
332,440607,西南,440607,440607,440000,440600,440607,广东省,佛山市,三水区,23.164623666666674,112.88512061111118,15,21,西南商圈
333,440605,桂城,440605,440605,440000,440600,440605,广东省,佛山市,南海区,23.055185127659527,113.13468263829778,15,173,桂城商圈
334,440604,华远东路,440604,440604,440000,440600,440604,广东省,佛山市,禅城区,23.01499187341773,113.11655287341767,11,68,华远东路商圈
335,440606,北滘,440606,440606,440000,440600,440606,广东省,佛山市,顺德区,22.85597269892474,113.20984805376342,13,80,北滘商圈
336,440608,荷城,440608,440608,440000,440600,440608,广东省,佛山市,高明区,22.890879124999998,112.86785556249998,8,8,荷城商圈
337,440117,江埔,440117,440117,440000,440100,440117,广东省,广州市,从化区,23.52726428571429,113.59616835714283,10,18,江埔商圈
338,440115,南沙新区,440115,440115,440000,440100,440115,广东省,广州市,南沙区,22.822851936507924,113.4727554285714,21,42,南沙新区商圈
339,440118,中新,440118,440118,440000,440100,440118,广东省,广州市,增城区,23.169300947368423,113.6527859736843,18,58,中新商圈
340,440106,冼村,440106,440106,440000,440100,440106,广东省,广州市,天河区,23.13442180645158,113.34239211559121,43,329,冼村商圈
341,440105,江南大道,440105,440105,440000,440100,440105,广东省,广州市,海珠区,23.08724666071427,113.28432182142853,26,86,江南大道商圈
342,440113,大石,440113,440113,440000,440100,440113,广东省,广州市,番禺区,22.959566752136748,113.36212055555562,12,105,大石商圈
343,440111,嘉禾,440111,440111,440000,440100,440111,广东省,广州市,白云区,23.251523476562525,113.28169333593766,6,122,嘉禾商圈
344,440114,北兴,440114,440114,440000,440100,440114,广东省,广州市,花都区,23.432453735632162,113.23059286206906,12,75,北兴商圈
345,440112,大沙,440112,440112,440000,440100,440112,广东省,广州市,黄埔区,23.105691090909087,113.45802399999998,3,19,大沙商圈
346,441322,石湾,441322,441322,440000,441300,441322,广东省,惠州市,博罗县,23.147362818181815,114.05920254545454,3,8,石湾商圈
347,441323,平山,441323,441323,440000,441300,441323,广东省,惠州市,惠东县,22.977014999999998,114.72338299999998,7,11,平山商圈
348,441302,惠环,441302,441302,440000,441300,441302,广东省,惠州市,惠城区,23.067672688524603,114.41255159016399,8,53,惠环商圈
349,441303,白云二路,441303,441303,440000,441300,441303,广东省,惠州市,惠阳区,22.782057549999994,114.46233475000004,9,11,白云二路商圈
350,441324,龙城,441324,441324,440000,441300,441324,广东省,惠州市,龙门县,23.727050000000002,114.261273,1,2,龙城商圈
351,445224,南门大街,445224,445224,440000,445200,445224,广东省,揭阳市,惠来县,23.028054,116.29527,3,3,南门大街商圈
352,445203,乔林,445203,445203,440000,445200,445203,广东省,揭阳市,揭东区,23.558101000000008,116.33356199999999,6,13,乔林商圈
353,445281,广达,445281,445281,440000,445200,445281,广东省,揭阳市,普宁市,23.304601999999996,116.15172399999999,5,18,广达商圈
354,441403,宪梓大道,441403,441403,440000,441400,441403,广东省,梅州市,梅县区,24.28055486206897,116.0959698620689,8,21,宪梓大道商圈
355,441402,彬芳大道南,441402,441402,440000,441400,441402,广东省,梅州市,梅江区,24.280577999999995,116.13074300000005,14,18,彬芳大道南商圈
356,440513,文光,440513,440513,440000,440500,440513,广东省,汕头市,潮阳区,23.25908323809523,116.59702514285713,12,9,文光商圈
357,440511,东墩,440511,440511,440000,440500,440511,广东省,汕头市,金平区,23.377043298507445,116.69829023880591,20,47,东墩商圈
358,440507,珠江路,440507,440507,440000,440500,440507,广东省,汕头市,龙湖区,23.376842000000007,116.74103299999997,4,16,珠江路商圈
359,441502,捷胜,441502,441502,440000,441500,441502,广东省,汕尾市,城区,22.77461176923077,115.37307407692309,3,10,捷胜商圈
360,441521,公平镇,441521,441521,440000,441500,441521,广东省,汕尾市,海丰县,22.945142000000004,115.26923499999998,6,4,公平镇商圈
361,441581,东海,441581,441581,440000,441500,441581,广东省,汕尾市,陆丰市,22.930505727272728,115.66006727272726,5,6,东海商圈
362,440783,长沙,440783,440783,440000,440700,440783,广东省,江门市,开平市,22.374343000000007,112.68720499999996,12,4,长沙商圈
363,440705,侨兴,440705,440705,440000,440700,440705,广东省,江门市,新会区,22.522764999999996,113.05208600000002,2,5,侨兴商圈
364,440704,中环,440704,440704,440000,440700,440704,广东省,江门市,江海区,22.567386,113.10261199999998,8,12,中环商圈
365,440703,荷塘,440703,440703,440000,440700,440703,广东省,江门市,蓬江区,22.649755,113.13551200000003,4,4,荷塘商圈
366,440784,新天地,440784,440784,440000,440700,440784,广东省,江门市,鹤山市,22.76351,112.96049400000001,6,3,新天地商圈
367,440311,公明,440311,440311,440000,440300,440311,广东省,深圳市,光明区,22.77616154716983,113.89861241509439,15,38,公明商圈
368,440305,后海,440305,440305,440000,440300,440305,广东省,深圳市,南山区,22.524018418181807,113.94794378181817,12,153,后海商圈
369,440310,坪山,440310,440310,440000,440300,440310,广东省,深圳市,坪山区,22.689812000000003,114.34818300000003,7,14,坪山商圈
370,440306,新安,440306,440306,440000,440300,440306,广东省,深圳市,宝安区,22.67899077433626,113.84706786725633,11,215,新安商圈
371,440308,沙头角,440308,440308,440000,440300,440308,广东省,深圳市,盐田区,22.555985000000007,114.23453,7,15,沙头角商圈
372,440304,车公庙,440304,440304,440000,440300,440304,广东省,深圳市,福田区,22.535851787878705,114.06978115151524,37,260,车公庙商圈
373,440303,翠竹,440303,440303,440000,440300,440303,广东省,深圳市,罗湖区,22.56990138135595,114.13792416949165,9,109,翠竹商圈
374,440309,万众城,440309,440309,440000,440300,440309,广东省,深圳市,龙华区,22.628625374268953,114.03896380116939,16,155,万众城商圈
375,440307,坪地,440307,440307,440000,440300,440307,广东省,深圳市,龙岗区,22.686638722772262,114.19669860396034,3,98,坪地商圈
376,441821,振兴中路,441821,441821,440000,441800,441821,广东省,清远市,佛冈县,23.86382,113.533233,7,1,振兴中路商圈
377,441802,曙光路,441802,441802,440000,441800,441802,广东省,清远市,清城区,23.702177294117647,113.03912984313716,17,34,曙光路商圈
378,441803,黄坑,441803,441803,440000,441800,441803,广东省,清远市,清新区,23.733322,113.01042400000003,4,5,黄坑商圈
379,441882,东门中路,441882,441882,440000,441800,441882,广东省,清远市,连州市,24.783789000000006,112.37934500000004,8,7,东门中路商圈
380,441823,城北,441823,441823,440000,441800,441823,广东省,清远市,阳山县,24.477031,112.643812,1,3,城北商圈
381,440883,解放路,440883,440883,440000,440800,440883,广东省,湛江市,吴川市,21.43252,110.777464,1,5,解放路商圈
382,440881,五一路,440881,440881,440000,440800,440881,广东省,湛江市,廉江市,21.607106999999992,110.287108,5,10,五一路商圈
383,440825,徐城,440825,440825,440000,440800,440825,广东省,湛江市,徐闻县,20.326596,110.174618,8,6,徐城商圈
384,440882,西湖大道,440882,440882,440000,440800,440882,广东省,湛江市,雷州市,20.918205,110.079587,1,0,西湖大道商圈
385,440803,广百广场,440803,440803,440000,440800,440803,广东省,湛江市,霞山区,21.195327000000013,110.40547299999992,18,21,广百广场商圈
386,440404,三灶,440404,440404,440000,440400,440404,广东省,珠海市,金湾区,22.046059000000003,113.35813899999997,5,5,三灶商圈
387,440402,海滨,440402,440402,440000,440400,440402,广东省,珠海市,香洲区,22.237465521367543,113.54276950427345,20,97,海滨商圈
388,441284,龙凤,441284,441284,440000,441200,441284,广东省,肇庆市,四会市,23.344936000000004,112.69696100000004,6,9,龙凤商圈
389,441226,德城,441226,441226,440000,441200,441226,广东省,肇庆市,德庆县,23.14197,111.781109,3,6,德城商圈
390,441202,城西,441202,441202,440000,441200,441202,广东省,肇庆市,端州区,23.055000000000007,112.46481733333337,22,29,城西商圈
391,440982,河西,440982,440982,440000,440900,440982,广东省,茂名市,化州市,21.656300999999992,110.63054800000003,6,9,河西商圈
392,440904,海滨,440904,440904,440000,440900,440904,广东省,茂名市,电白区,21.515373000000004,111.02227000000002,4,6,海滨商圈
393,440902,高凉中路,440902,440902,440000,440900,440902,广东省,茂名市,茂南区,21.65998694339623,110.93133879245279,18,35,高凉中路商圈
394,440981,东方大道,440981,440981,440000,440900,440981,广东省,茂名市,高州市,21.90401100000001,110.86122999999999,5,13,东方大道商圈
395,441702,东风一路,441702,441702,440000,441700,441702,广东省,阳江市,江城区,21.84395438095238,111.9602759047619,11,10,东风一路商圈
396,441704,工业大道,441704,441704,440000,441700,441704,广东省,阳江市,阳东区,21.873469999999998,112.02145316666666,1,5,工业大道商圈
397,441781,东湖,441781,441781,440000,441700,441781,广东省,阳江市,阳春市,22.161216,111.80000099999998,6,5,东湖商圈
398,441721,人民大道,441721,441721,440000,441700,441721,广东省,阳江市,阳西县,21.754160000000006,111.61552200000004,7,6,人民大道商圈
399,440232,鹰峰中路,440232,440232,440000,440200,440232,广东省,韶关市,乳源瑶族自治县,24.775253999999997,113.27779,5,3,鹰峰中路商圈
400,440222,红旗路,440222,440222,440000,440200,440222,广东省,韶关市,始兴县,24.948263,114.067525,2,4,红旗路商圈
401,440233,人民东路,440233,440233,440000,440200,440233,广东省,韶关市,新丰县,24.060671000000003,114.21076700000002,6,5,人民东路商圈
402,440203,新华南路,440203,440203,440000,440200,440203,广东省,韶关市,武江区,24.794079000000007,113.58389200000008,9,20,新华南路商圈
403,440229,建设一路,440229,440229,440000,440200,440229,广东省,韶关市,翁源县,24.356482,114.13218700000002,3,5,建设一路商圈
404,450502,湖南路商圈,450502,450502,450000,450500,450502,广西壮族自治区,北海市,海城区,21.472260719298248,109.12709650877203,22,35,湖南路商圈
405,450102,朝阳,450102,450102,450000,450100,450102,广西壮族自治区,南宁市,兴宁区,22.83645884297522,108.34854335537207,31,90,朝阳商圈
406,450105,沙井,450105,450105,450000,450100,450105,广西壮族自治区,南宁市,江南区,22.78082931249994,108.29663080000019,12,148,沙井商圈
407,450108,银海大道,450108,450108,450000,450100,450108,广西壮族自治区,南宁市,良庆区,22.7105023846154,108.33132615384605,10,29,银海大道商圈
408,450107,高新区,450107,450107,450000,450100,450107,广西壮族自治区,南宁市,西乡塘区,22.856925000000004,108.26861919047622,2,19,高新区商圈
409,450109,蒲庙,450109,450109,450000,450100,450109,广西壮族自治区,南宁市,邕宁区,22.750839000000003,108.494818,1,6,蒲庙商圈
410,450103,民族大道,450103,450103,450000,450100,450103,广西壮族自治区,南宁市,青秀区,22.811236999999974,108.37174200000005,8,53,民族大道商圈
411,451421,松江,451421,451421,450000,451400,451421,广西壮族自治区,崇左市,扶绥县,22.632427500000002,107.9117365,4,2,松江商圈
412,451402,江南,451402,451402,450000,451400,451402,广西壮族自治区,崇左市,江州区,22.402813000000002,107.356677,3,4,江南商圈
413,450202,东环,450202,450202,450000,450200,450202,广西壮族自治区,柳州市,城中区,24.33236011290324,109.43756858064503,14,48,东环商圈
414,450305,南城,450305,450305,450000,450300,450305,广西壮族自治区,桂林市,七星区,25.261453999999986,110.307002,13,21,南城商圈
415,450302,中山中路,450302,450303,450000,450300,450303,广西壮族自治区,桂林市,叠彩区,25.275224999999992,110.29417700000006,11,32,中山中路商圈
416,450304,翠竹路,450304,450302,450000,450300,450302,广西壮族自治区,桂林市,秀峰区,25.259844,110.273958,1,0,翠竹路商圈
