brand,poi_id,name,address,province,city,district,lat,lng,typecode,source_keyword,source_method,score,status,matched_uuid,matched_name,llm_used,llm_is_brand_store,llm_confidence,llm_reason
Dior,B0FFFVXVQI,DIOR 迪奥(正佳广场店),天河路228号正佳广场1F层(体育中心地铁站出入口旁),广东省,广州市,天河区,23.132372,113.327262,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0G0CRXA11,DIOR 迪奥(太古汇店),"天河路383号太古汇商场一楼111店铺,二楼L215店铺",广东省,广州市,天河区,23.134283,113.332625,061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFL7AA0I,DIOR 迪奥(悠方购物中心店),交子大道300号悠方购物中心1F层,四川省,成都市,武侯区,30.583411,104.058367,061101,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFJN6ZSL,DIOR 迪奥(成都太古里店),中纱帽街8号成都太古里L1-1209-1210、1212、L2-2207、2209、2211、L3,四川省,成都市,锦江区,30.652491,104.082811,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFH693TM,DIOR 迪奥(成都IFS店),红星路三段1号国际金融中心l103&l203店铺,四川省,成都市,锦江区,30.654875,104.081625,061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFIIVHI4,DIOR 迪奥(王府井百货总府店),"红星路三段1号国际金融中心L102-L103, L202-L203商铺",四川省,成都市,锦江区,30.658245,104.079195,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFHEQY1W,DIOR 迪奥(杭州大厦店),武林广场1号杭州大厦购物中心B121、B210、B320商铺,浙江省,杭州市,拱墅区,30.272468,120.161627,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B023B14KMK,DIOR 迪奥(杭州万象城店),富春路701号万象城1楼121号商铺,浙江省,杭州市,上城区,30.251574,120.215677,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFHPJN83,DIOR 迪奥(德基广场店),"中山路18号德基广场L135-L136, L233, F627商铺",江苏省,南京市,玄武区,32.04307,118.784765,061207|061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0LRFD6KO3,DIOR 迪奥(Beings金奥·缤润汇店),楠溪江东街83号Beings金奥·缤润汇,江苏省,南京市,建邺区,31.99379,118.7294,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0KA1KLQ7D,DIOR 迪奥(南京国金中心精品店),江东中路345号国金中心三层L2-L2-12室,江苏省,南京市,建邺区,31.993907,118.721264,061202|061100|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0J6MZEFCJ,DIOR 迪奥(重庆国际金融中心精品店),江北城北大街38号国金中心3层l302-l303号,重庆市,重庆市,两江新区,29.57598,106.573578,061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFF3KGA3,DIOR 迪奥(天津万象城店),大营门街道乐园路9号银河购物中心1楼,天津市,天津市,河西区,39.090641,117.213573,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0JBOZOQ94,Dior(长沙北辰三角洲大悦城店),湘江大道1500号长沙北辰三角洲大悦城L1-L1-29,湖南省,长沙市,开福区,28.238327,112.978702,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0G235DDTY,DIOR 迪奥(九龙仓长沙国金中心店),解放西路188号国金中心1楼L103、L111商铺,湖南省,长沙市,芙蓉区,28.192549,112.979858,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0HBPRBY9A,DIOR 迪奥(大洋晶典店),中山大道756号大洋晶典(武汉中山店)1F层,湖北省,武汉市,江汉区,30.577868,114.290265,061100|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0JA9SHMPY,DIOR 迪奥(恒隆广场精品店),"京汉大道668号中心地带66恒隆广场L128-L131, L230-L232商铺",湖北省,武汉市,硚口区,30.577904,114.274311,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0LRY7VUH9,DIOR 迪奥(武商MALL店),解放大道690号武商MALLAB座L1层,湖北省,武汉市,江汉区,30.580419,114.271293,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0LRY7WH5T,Dior Homme(武商MALLAB座),解放大道690号武商MALLAB座L1层,湖北省,武汉市,江汉区,30.580526,114.271189,061100,Dior,around,10.0,new_candidate,,,False,,,
Dior,B0FFHH3DF2,DIOR 迪奥(武商MALLB座店),解放大道690号武汉国际广场b座1楼,湖北省,武汉市,江汉区,30.580449,114.270007,061103|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0HGXBVPXN,DIOR 迪奥(石路国际店),石路18号石路国际1F层,江苏省,苏州市,姑苏区,31.311934,120.60195,061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Givenchy,B0FFG4LI67,GIVENCHY(八达岭奥莱店),G6京藏高速s216号八达岭奥莱1F层,北京市,北京市,昌平区,40.234838,116.168515,061101,Givenchy,around,11.0,new_candidate,,,False,,,
Givenchy,B0J2DHYDWX,GIVENCHY(新世界城店),南京西路2-68号新世界城L1层,上海市,上海市,黄浦区,31.235001,121.473741,061101,Givenchy,around,11.0,new_candidate,,,False,,,
Givenchy,B0LR1XUJJA,GIVENCHY纪梵希(新世界大丸百货店),南京东路228号上海新世界大丸百货F1层,上海市,上海市,黄浦区,31.238365,121.485527,061100,Givenchy,around,11.0,new_candidate,,,False,,,
Givenchy,B0H0XS2XTE,GIVENCHY(壹方天地店),龙华街道景龙社区龙华大道3639号环智中心C座壹方天地C区深圳龙华壹方城F1-053A,广东省,深圳市,龙华区,22.644275,114.029575,061101,Givenchy,around,11.0,new_candidate,,,False,,,
Givenchy,B0JGH7NZZN,纪梵希(成都SKP店),天府大道北段2001成都SKP商场1F1121Givenchy店铺,四川省,成都市,武侯区,30.569007,104.070336,061100,Givenchy,around,5.0,new_candidate,,,True,True,0.95,门店名称为‘纪梵希(成都SKP店)’，明确指向Givenchy品牌；地址位于高端商场成都SKP，符合品牌直营店布局特征；类型码061100通常对应品牌专卖店；无任何二手、维修、寄卖等非正品迹象。
Givenchy,B0KKD55LGI,G GIVENCHY(仁和新城购物中心),府城大道西段505号仁和新城购物中心1F层,四川省,成都市,武侯区,30.587561,104.05292,061101,Givenchy,around,10.0,new_candidate,,,False,,,
Givenchy,B023B1GZUZ,G GIVENCHY (杭州大厦店),杭州大厦C座2楼G GIVENCHY专柜,浙江省,杭州市,拱墅区,30.273952,120.160967,061101,Givenchy,around,13.0,new_candidate,,,False,,,
Givenchy,B0K13UV11V,GIVENCHY,湖彩路118号重庆光环购物公园F1层,重庆市,重庆市,两江新区,29.65045,106.529607,061101,Givenchy,around,10.0,new_candidate,,,False,,,
Givenchy,B0LRY7WH4G,Givenchy,解放大道690号武商MALLAB座L1层,湖北省,武汉市,江汉区,30.580352,114.270922,061100,Givenchy,around,10.0,new_candidate,,,False,,,
Givenchy,B0FFH1VJNH,GIVENCHY(群光广场),珞喻路6号群光广场F1层(街道口地铁站B口步行90米),湖北省,武汉市,洪山区,30.525139,114.355364,061101,Givenchy,around,10.0,new_candidate,,,False,,,
Givenchy,B0FFIARJDR,GGIVENCHY(丹尼斯·大卫城店),北二七路188号大卫城二楼B031(化妆品区),河南省,郑州市,金水区,34.758136,113.666279,061101,Givenchy,around,11.0,new_candidate,,,False,,,
MCM,B0FFG4BYIC,MCM(北京SKP店),建国路87号北京SKP3层D3036(大望路地铁站F东北口旁),北京市,北京市,朝阳区,39.910329,116.47859,061104,MCM,around,11.0,existing_exact,962b8b56-9881-4616-b3ce-a64ab65e1430,MCM(北京SKP店),False,,,
MCM,B0FFJQQQXA,MCM(首都机场2号航站楼),首都机场路11北京首都国际机场2号航站楼F2层,北京市,北京市,朝阳区,40.082651,116.594276,061104,MCM,around,10.0,existing_exact,b49f45af-7f0f-4265-9e56-0549874712dc,MCM(首都机场2号航站楼),False,,,
MCM,B0FFG4LJ1V,MCM(八达岭奥莱店),周口镇陈庄奥特莱斯购物中心1F层U638店铺,北京市,北京市,昌平区,40.234612,116.169707,061101,MCM,around,11.0,existing_exact,55f71850-e662-4b26-b7d2-277c1575ecbd,MCM(八达岭奥莱店),False,,,
MCM,B0FFFT29RD,MCM(上海新世界大丸百货店),南京东路228号新世界大丸百货1层1A-06A商铺(近河南中路),上海市,上海市,黄浦区,31.238446,121.484861,061104,MCM,around,11.0,existing_exact,cb70c32b-e58c-4004-aee9-b98ee9bb70d6,MCM(上海新世界大丸百货店),False,,,
MCM,B0HK2HWTVA,MCM(上海中信泰富广场店),南京西路1168号中信泰富广场L1层107单元及L2层209单元,上海市,上海市,静安区,31.228276,121.456019,061100,MCM,around,11.0,existing_exact,3ffbb962-15ba-450e-aa50-87735f43e5d2,MCM(上海中信泰富广场店),False,,,
MCM,B0FFK30EZP,MCM(上海虹桥国际机场2号航站楼店),华漕镇虹桥路2550号虹桥综合交通枢纽F3层,上海市,上海市,闵行区,31.196313,121.328639,061100,MCM,around,11.0,existing_exact,3650b165-a95b-4d29-a525-6039aaaf17e6,MCM(上海虹桥国际机场2号航站楼店),False,,,
MCM,B0LACUL0FH,MCM(金域广场店),沪青平公路5599号荟品仓城市奥莱广场青浦 F2层,上海市,上海市,青浦区,31.134496,121.101013,061101,MCM,around,11.0,existing_exact,19216fd5-a931-4826-955f-f519ca6001e1,MCM(金域广场店),False,,,
MCM,B0FFHBVY1H,MCM(深圳宝安国际机场T3航站楼),机场南路深圳宝安国际机场T3航站楼3楼国内出发厅22号登机口旁3S-13-03,广东省,深圳市,宝安区,22.627436,113.811764,061104,MCM,around,10.0,existing_exact,ad26f21c-e937-4e05-8382-8de91b299934,MCM(深圳宝安国际机场T3航站楼),False,,,
MCM,B0IUHSPC6V,MCM(广州白云国际机场T1航站楼店),机场大道东888号广州白云国际机场T1航站楼3F层B9031,广东省,广州市,花都区,23.388732,113.300836,061100,MCM,around,11.0,existing_exact,bced6678-0cfd-47bc-a128-a28238b74483,MCM(广州白云国际机场T1航站楼店),False,,,
MCM,B0KK1KO1XN,MCM(机场大道北店),机场大道东888号广州白云机场T2航站楼F3层T23R60,广东省,广州市,花都区,23.398607,113.304384,061103,MCM,around,11.0,existing_exact,21084dd6-39b5-48a8-b2ee-80e007e62dfa,MCM(机场大道北店),False,,,
MCM,B0FFKL4SN7,MCM(广州白云国际机场店),机场大道东888号广州白云机场T2航站楼F3层T23R60,广东省,广州市,花都区,23.398607,113.304384,061104,MCM,around,11.0,existing_exact,21084dd6-39b5-48a8-b2ee-80e007e62dfa,MCM(机场大道北店),False,,,
MCM,B0IK1HK5NK,MCM(成都SKP店),天府大道北段2001号成都SKP街区K大道2层D2186,四川省,成都市,武侯区,30.568304,104.070306,061100,MCM,around,11.0,existing_exact,16619647-9462-4e63-9bdf-6c954ed1ea11,MCM(成都SKP店),False,,,
MCM,B0H6LPBOVU,MCM(成都IFS店),红星路三段1号成都国际金融中心商场二层L229-230商铺,四川省,成都市,锦江区,30.655501,104.081881,061100,MCM,around,11.0,existing_exact,9126cc39-7010-46f3-b91f-e82a2c714a15,MCM(成都IFS店),False,,,
MCM,B0IBT75JL6,MCM(杭州大厦购物城B座店),武林广场1号杭州大厦购物城B座二楼BF201,浙江省,杭州市,拱墅区,30.272667,120.161156,061104,MCM,around,11.0,existing_exact,85aa42c4-e2f9-42f1-ab91-67424ec68d15,MCM(杭州大厦购物城B座店),False,,,
MCM,B0FFLHVXGD,MCM(湖滨银泰in77A区北区店),东坡路3号杭州湖滨银泰in77一层A区L1012,浙江省,杭州市,上城区,30.25298,120.162473,061104,MCM,around,11.0,existing_exact,bc2a1b50-e43b-491a-b459-f45f94b018c9,MCM(湖滨银泰in77A区北区店),False,,,
MCM,B0HBBS2RK2,MCM(杭州萧山国际机场店),机场1号路1号杭州萧山国际机场3F层,浙江省,杭州市,萧山区,30.237212,120.436801,061100,MCM,around,11.0,existing_exact,c729487d-699b-4987-8e9c-22d1a57053c3,MCM(杭州萧山国际机场店),False,,,
MCM,B0FFF6XAN0,MCM(南京德基广场店),中山路18号德基广场二期三楼F309商铺,江苏省,南京市,玄武区,32.044427,118.78498,061103|061101|061104,MCM,around,11.0,new_candidate,,,False,,,
MCM,B0FFFP0PHO,MCM(星光68广场店),洋河一路68号星光68广场B栋F1层LB1-17店铺,重庆市,重庆市,两江新区,29.57911,106.530558,061100,MCM,around,11.0,new_candidate,,,False,,,
MCM,B0LR37E55K,BOgicmcm(中原百货滨海店),解放路629号中原百货(滨海店),天津市,天津市,滨海新区,39.01628,117.667444,061101,MCM,around,11.0,new_candidate,,,False,,,
MCM,B0K3ZAF2HV,MCM(长沙国际金融中心店),解放西路188号L226铺位(东牌楼街与犁头街交叉口南140米),湖南省,长沙市,芙蓉区,28.19238,112.979351,061104,MCM,around,11.0,new_candidate,,,False,,,
MCM,B0FFL4KWX7,MCM(西安SKP店),长安北路261号西安SKP A栋3层A3033 (永宁门地铁站出入口步行80米),陕西省,西安市,碑林区,34.247575,108.948242,061104,MCM,around,11.0,existing_exact,1d56884e-adb8-411a-b537-5fa93a9a9953,MCM(西安SKP店),False,,,
MCM,B0FFG229XT,MCM(武汉国际广场C座店),解放大道690号武汉国际广场C座L1层C11-1商铺,湖北省,武汉市,江汉区,30.578728,114.271487,061101,MCM,around,11.0,existing_exact,2a503017-d10a-48e2-b17d-9018786348bd,MCM(武汉国际广场C座店),False,,,
MCM,B0K1KLJ41F,MCM(武汉SKP精品店),水果湖街中央文化旅游区K5地块2楼D2009号(沙湖大道18号武汉SKP),湖北省,武汉市,武昌区,30.557471,114.338634,061104,MCM,around,11.0,existing_exact,e3e8e668-62c8-480a-b91b-fdd8f9d232c0,MCM(武汉SKP精品店),False,,,
MCM,B0FFJ1ORNM,MCM(武汉天河国际机场T3航站楼店),机场路天河机场T3航站楼4D2-28,湖北省,武汉市,黄陂区,30.771736,114.220064,061103,MCM,around,11.0,existing_exact,5a0b001a-95a3-49f0-8940-f3c7dc4ce83e,MCM(武汉天河国际机场T3航站楼店),False,,,
MCM,B0FFG00CCU,MCM(苏州比斯特购物村店),苏州工业园区阳澄环路969号比斯特苏州购物村T6,江苏省,苏州市,吴中区,31.379803,120.761102,061100,MCM,around,11.0,existing_exact,7d841b92-8d77-44d1-9b46-73e7a5e3df5f,MCM(苏州比斯特购物村店),False,,,
MCM,B0I1FMO3K9,MCM(郑州正弘城),花园路126号郑州正弘城L1层,河南省,郑州市,金水区,34.79604,113.680852,061104,MCM,around,10.0,existing_exact,ee287363-26c1-4b6f-b400-2e77a7c2936d,MCM(郑州正弘城),False,,,
Gucci,B0FFIKJ7HO,Gucci(王府中环东座店),王府井大街269号王府中环东座一层103a-b及二层223a-b号商铺,北京市,北京市,东城区,39.912557,116.410639,061101|061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0G3FHJ4BL,GUCCI(西单大悦城店),皮库胡同西单北大街132号西单大悦城二楼,北京市,北京市,西城区,39.910686,116.37295,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFFFXQIK,Gucci(北京国贸商城店),建国门外大街1号国贸商城商铺SL1020+SL1021和SL2027+SL2028,北京市,北京市,朝阳区,39.909851,116.459937,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KGRMCR94,Gucci(北京三里屯太古里店),"三里屯路11号院3号楼一层N3-15,二层N3-25",北京市,北京市,朝阳区,39.93896,116.454201,061100|050000,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFFRIE78,Gucci(北京SKP童装店),建国路87号北京SKP五层D5234号,北京市,北京市,朝阳区,39.90919,116.478537,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JGA5E7PO,Gucci(北京SKP女鞋店),建国路87号北京SKP四层D4033-1号,北京市,北京市,朝阳区,39.91051,116.478614,061103|061104,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0K35Z8GU5,Gucci(北京SKP南馆Retail店),建国路86号SKP1号楼1层D1018号,北京市,北京市,朝阳区,39.907003,116.478973,061101|061200,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0I0RRYZBZ,GUCCI(北京朝阳合生汇店),西大望路甲22号北京朝阳合生汇L1层L1-04A,北京市,北京市,朝阳区,39.894246,116.4787,061400|061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LRPXSFNI,GUCCI,杨庄路与五里店2号胡同交叉口南460米,北京市,北京市,通州区,39.901375,116.633325,061101,Gucci,around,10.0,new_candidate,,,False,,,
Gucci,B0FFHIDJT3,GUCCI(首创奥特莱斯店),长阳镇悦盛路6号院首创奥特莱斯1期F1层,北京市,北京市,房山区,39.76286,116.188718,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFG4LICT,Gucci(北京八达岭奥莱店),南口镇陈庄村八达岭奥莱U1030-1034号,北京市,北京市,昌平区,40.234549,116.168127,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFINOYK4,GUCCI(第一百货商业中心店),南京东路830号第一百货商业中心A馆一层,上海市,上海市,黄浦区,31.235232,121.474896,061103|061203,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFF6X8QC,GUCCI(宏伊国际广场店),南京东路228号上海新世界大丸百货F1层,上海市,上海市,黄浦区,31.23794,121.485392,061203|061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFM9K438,Gucci(上海恒隆广场店),南京西路1266号恒隆广场B115&B116&111&111A&210&310&310A号铺位,上海市,上海市,静安区,31.227961,121.453634,061101|061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFF4NAIZ,Gucci(上海环贸iapm商场店),淮海中路999号上海环贸广场L109-110L209-210,上海市,上海市,徐汇区,31.215614,121.457096,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFJP1UE2,GUCCI(久光百货店),南京西路1618号久光百货F1层(静安寺地铁站出入口旁),上海市,上海市,静安区,31.223878,121.446255,061202|061400|061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFL00CL0,Gucci(上海国金童装店),世纪大道8号上海国金中心3层L3-3号,上海市,上海市,浦东新区,31.235995,121.503009,061101|061207|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B00157HG3U,Gucci(上海国金店),世纪大道8号上海国金中心一层L1-5号,上海市,上海市,浦东新区,31.236642,121.503007,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFM0QBOR,Gucci(上海国贸汇广场店),"华山路1901号上海国贸汇广场一层101,102室",上海市,上海市,徐汇区,31.198124,121.437424,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0IA3XHCU1,Gucci(上海前滩太古里店),"东育路500弄1-9号前滩太古里一层S-L104a及二层S-L203,S-L204",上海市,上海市,浦东新区,31.152659,121.480618,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFJVAH6X,Gucci(上海虹桥机场店),申达一路1号虹桥机场二号航站楼D47-1&D47-2,上海市,上海市,闵行区,31.194744,121.328765,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LG0R5NNF,GUCCI(美兰湖荟品仓店),罗芬路与美丹路交叉口东120米,上海市,上海市,宝山区,31.402469,121.353646,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFIB984P,Gucci(上海百联奥莱店),沪青平公路2888号百联奥特莱斯A111号-A113号商铺,上海市,上海市,青浦区,31.154772,121.228496,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFG8KNL7,Gucci(上海佛罗伦萨小镇奥莱店),"祝桥镇卓耀路58弄1-365号上海佛罗伦萨小镇一层G1,G2,G3,G4号",上海市,上海市,浦东新区,31.195494,121.764709,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JRZCAD0K,GUCCI(茂业天地店),茂业天地1层(华强北地铁站B口旁),广东省,深圳市,福田区,22.545214,114.086408,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B02F37UMS8,Gucci(深圳万象城店),宝安南路1881号深圳万象城N101-301号,广东省,深圳市,罗湖区,22.539559,114.110872,061101|061103|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JUVH595J,Gucci(深圳湾万象城店),科苑南路2888号深圳湾万象城A区L1层L166,广东省,深圳市,南山区,22.515775,113.946922,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KDVCJ0X3,Gucci(深圳湾万象城童装店),科苑南路2888号深圳湾万象城4楼L425号商铺,广东省,深圳市,南山区,22.516621,113.945991,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0H2KS82XN,GUCCI(壹方城购物中心北区店),新湖路99号壹方城购物中心北区L1层025号,广东省,深圳市,宝安区,22.552843,113.887166,061202|061103|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFFCN4H9,Gucci(深圳宝安国际机场T3店),宝安国际机场T3航站楼3S-04-01&3S-04-02,广东省,深圳市,宝安区,22.62694,113.812249,061101|061104,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0J6YM0ANK,Gucci(深圳宝安国际机场1号卫星厅店),"深圳宝安国际机场卫星厅3A001,3A002,3A003",广东省,深圳市,宝安区,22.640632,113.805715,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0HAZC8SQN,GUCCI(正佳广场商场店),天河路218号正佳广场1层(体育中心地铁站出入口旁),广东省,广州市,天河区,23.132363,113.326844,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LRK7K6F1,Gucci(广州K11店),珠江新城珠江东路6号广州K11购物中心一层L102号,广东省,广州市,天河区,23.118356,113.326129,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0J32AAQX5,GUCCI(太古汇店),天河路383号太古汇一层L113号及二层L217号,广东省,广州市,天河区,23.13428,113.332315,061104|061101|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LAJRIN73,Gucci(广州太古汇店),天河路383号太古汇一层L113号及二层L217号,广东省,广州市,天河区,23.134218,113.332479,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KUT7X7SB,Gucci(广州太古汇男装店),天河路383号太古汇二层L218号及二层L219号,广东省,广州市,天河区,23.134478,113.332502,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LRLNM69D,GUCCI(花都广百广场店),新华街龙珠路41号广百广场F1层,广东省,广州市,花都区,23.398518,113.232836,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFJH92PW,Gucci(广州白云机场店),"机场大道888号广州白云国际机场2号航站楼国内西连廊二层商业集中区T22R33,T22R34a,T22R34b,T22R35商铺",广东省,广州市,花都区,23.398927,113.303547,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KR5AMGO7,Gucci(成都SKP南馆店),天府大道北段2001号成都SKP铺位号D1179-1,四川省,成都市,武侯区,30.570575,104.069175,061103|061104,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JG47CE3N,Gucci(成都SKP主店),天府大道北段2001号成都SKP铺位号D1123D2217,四川省,成都市,武侯区,30.569575,104.069975,061101|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KUT78FZZ,Gucci(成都SKP鞋店),天府大道北段2001号成都SKP铺位号D1090,四川省,成都市,武侯区,30.569527,104.070101,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0H0ACUX3U,GUCCI(仁和新城店),府城大道西段505号仁和新城购物中心1F层,四川省,成都市,武侯区,30.587739,104.051419,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFLP8N7J,GUCCI(科华成都王府井购物中心店),科华中路9号成都王府井购物中心(科华店)1F层,四川省,成都市,武侯区,30.618925,104.075388,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFFQ663B,Gucci(成都太古里店),中纱帽街8号成都太古里1101号,四川省,成都市,锦江区,30.653118,104.082002,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0HAV9BENL,Gucci(成都国金店),红星路三段1号成都国际金融中心商场第一层L122及L174商铺,四川省,成都市,锦江区,30.654368,104.081599,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFG2LT2Z,GUCCI(王府井百货店),华兴正街9号王府井百货1楼,四川省,成都市,锦江区,30.658114,104.079622,061400|061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LADC66X4,GUCCI(提督街店),提督街1号雄飞中心A栋F1层,四川省,成都市,青羊区,30.659921,104.07584,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFF5TLO7,GUCCI(万象城店),双庆路8号万象城1层,四川省,成都市,成华区,30.650195,104.116311,061101|061103|061203,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0G1SK7N24,Gucci(成都佛罗伦萨小镇奥莱店),银杏路888号佛罗伦萨小镇成都名品奥特莱斯一层G02-G04,四川省,成都市,郫都区,30.809649,103.840036,061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0HR6H9NKL,Gucci(成都天府机场店),成都天府国际机场T2航站楼T2-CEN-R-19商铺,四川省,成都市,简阳市,30.310163,104.447388,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JAGUC1I5,Gucci(杭州大厦店),武林广场1号杭州大厦购物中心一层B栋104号,浙江省,杭州市,拱墅区,30.272505,120.161454,061101,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KRJZ0DMO,Gucci(杭州大厦童装临时店),武林广场1号杭州大厦购物中心B栋二层204号,浙江省,杭州市,拱墅区,30.272525,120.161475,061203|061103,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFFDB30F,Gucci(杭州大厦男装店),武林广场20号杭州大厦购物中心B座三层B306号,浙江省,杭州市,拱墅区,30.272868,120.161757,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0KDH5M3ZA,GUCCI(武林银泰百货A馆店),延安路武林银泰A馆1楼,浙江省,杭州市,拱墅区,30.268396,120.164242,061103|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B023B13P5R,Gucci(杭州湖滨银泰in77店),平海路123号杭州湖滨银泰in77A区一层L1004二层L2003单元,浙江省,杭州市,上城区,30.253598,120.162388,061103|061202,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0FFJCVU1P,GUCCI(杭州湖滨银泰in77店),延安路258号杭州湖滨银泰in77C区C1区1F层,浙江省,杭州市,上城区,30.253165,120.164549,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0G23AA6OA,Gucci(杭州万象城店),四季青街道富春路701号万象城L169号店铺,浙江省,杭州市,上城区,30.251838,120.21452,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0I0BUDFJ9,GUCCI(滨江银泰百货B区店),滨和路598号银泰百货滨江店B区F1层,浙江省,杭州市,滨江区,30.202096,120.221718,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B001918324,Gucci(南京德基店),中山路18号德基广场1期一层L118及二层L208,江苏省,南京市,玄武区,32.043028,118.785197,061100|061400,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0JB9CWX17,Gucci(南京国金店),江东中路345号南京国金中心一层L1-3号,江苏省,南京市,建邺区,31.994258,118.721528,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B0LA2RK8VF,GUCCI(ONEMALL万摩购物中心店),青年路77号ONEMALL万摩购物中心F1层,重庆市,重庆市,渝中区,29.555493,106.574388,061100,Gucci,around,11.0,new_candidate,,,False,,,
Gucci,B001792CL9,Gucci(重庆星光68广场店),洋河一路68号星光68广场A馆L101,重庆市,重庆市,两江新区,29.578055,106.531918,061103|061101,Gucci,around,11.0,new_candidate,,,False,,,
