uuid,brand,name,city,token,candidate_mall_id,candidate_mall_name,distance_m,similarity,llm_chosen_mall_id,llm_confidence,llm_reason
1a9e00c0-4b84-478b-97f1-b32207132824,Apple Authorized,襄阳庆来老河口武商购物广场YOORXN店,襄阳市,襄阳庆来老河口武商购物广场,MALL_F4B0279C,武商老河口购物广场,634.9,80.0,MALL_F4B0279C,high,门店地址明确提到'武商购物广场一层'，与候选商场'武商老河口购物广场'名称高度匹配，距离634.9米合理
57b74bbc-41b0-4ce3-b3df-164f66c41dd8,Apple Authorized,居然智慧家包头华联店,包头市,内蒙古包头市青山区钢铁大街7号北京华联购物中心,MALL_8AAA9975,正翔湾购物中心,449.6,72.72727272727273,none,high,门店地址明确指向'北京华联购物中心'，但候选商场列表中无此商场，所有候选商场名称均不匹配
83a5ad8e-a793-43e7-bd63-60f020f5d37c,Apple Authorized,云海商贸阳泉滨河新天地店,阳泉市,云海商贸阳泉滨河新天地,MALL_C05D46FE,北国商城(阳泉滨河新天地广场东),532.8,72.72727272727273,MALL_C05D46FE,high,门店地址明确位于'滨河新天地商业广场北国商城一层'，与候选商场'北国商城(阳泉滨河新天地广场东)'名称高度匹配，且距离最近仅532.8米
f4a8818c-2494-4d95-800a-8e10181b36ae,Apple Authorized,EWAY亿维开封万达店,开封市,河南省开封市龙亭区郑开大道9号开封万达广场,MALL_849EE454,万达广场(开封),498.2,66.66666666666667,MALL_849EE454,high,门店地址明确包含'开封万达广场'，且候选万达广场距离最近仅498米，名称和地理位置完全匹配
76bfae69-e8b2-4c17-a959-cccc7b7f6545,Apple Authorized,酷果星创昭通昭阳吾悦广场益华通讯店,昭通市,酷果星创昭通昭阳吾悦广场,MALL_493A1D4E,昭通吾悦广场,321.3,83.33333333333334,MALL_493A1D4E,high,门店名称和地址均明确指向吾悦广场，且距离最近仅321米，完美匹配
f95d5bb8-0dc3-406f-843d-676939a3aade,Apple Authorized,酷动邯郸万达广场店,邯郸市,酷动邯郸万达广场,MALL_EFA895AF,邯山万达广场,485.8,83.33333333333334,MALL_EFA895AF,high,门店名称明确包含'万达广场'，与候选商场'邯山万达广场'名称高度匹配，且距离最近仅485.8米
cec4e7f8-bb44-4066-b774-ee8c76db40c8,Apple Authorized,孝感诚丰阳光通信城广场店,孝感市,孝感诚丰阳光通信城,MALL_EC190BCB,孝感商场,613.8,66.66666666666667,none,high,门店地址明确位于宇济时代广场，而候选商场均非该广场，距离最近的商场也有477米，匹配度低
441ff7c5-8940-438f-9cdd-3789efdfdc87,Apple Authorized,FAST LEAP贵阳亨特城市广场店,贵阳市,FAST LEAP贵阳亨特城,MALL_557E1B69,贵阳亨特国际店,477.8,66.66666666666667,MALL_5E06049E,high,门店地址中的'亨特城市广场'与商场名称'亨特CITY MALL'及地址'文昌南路33号'完全匹配，距离最近
476f558f-2b15-4ef6-979c-5cdf637f1018,Apple Authorized,佳海电子攀枝花万达Jiahai店,攀枝花市,四川省攀枝花市炳三区万达广场,MALL_058DD96F,攀枝花东区万达广场,425.6,71.42857142857143,MALL_058DD96F,high,门店地址明确提及'万达广场室内步行街'，与候选商场'攀枝花东区万达广场'名称高度匹配，且距离最近仅425.6米
18d7a2f7-ee81-460f-ab94-fb8a95a48e3b,Apple Authorized,银瑞太和镜湖中路联通店,阜阳市,安徽省阜阳市太和县镜湖中路南侧22号古玩城,MALL_68F178BF,安徽百太,303.2,66.66666666666667,MALL_68F178BF,high,门店地址位于镜湖中路古玩城，与安徽百太距离最近（303米），且门店类型为商场内店铺，匹配度最高
0ce136b4-04b7-40d5-99fb-ee657937664b,Apple Authorized,居然之家保定未来石店,保定市,河北省保定市莲池区七一东路1999号万达广场,MALL_B5B19FCA,万达广场,404.8,100.0,MALL_B5B19FCA,high,门店地址明确位于万达广场内，且距离最近（404.8米），名称和地址完全匹配
7e8c9345-4eb2-4f0e-80b9-8a88230a274a,Apple Authorized,太通商贸济宁汶上利客来购物广场店,济宁市,太通商贸济宁汶上利客来购物广场,MALL_8340D87F,新都购物广场,480.0,80.0,none,high,门店地址明确指向利客来购物广场，但候选商场列表中无此商场，且其他商场名称与门店地址不匹配
3639acd2-d0e2-40ed-a2a1-66dc3bfd46db,Apple Authorized,EWAY亿维济宁运河城店,济宁市,EWAY亿维济宁运河城,MALL_95C0627E,运河城商业摩尔,455.4,60.0,MALL_95C0627E,high,门店名称含'运河城'，地址明确为'运河城负一楼'，与候选商场'运河城商业摩尔'名称高度匹配，距离仅455米
bba5af8a-4c55-4cdc-bb5a-d159d16f8878,Apple Authorized,SUNPIE尚派正品曲靖美佳华店,曲靖市,云南省曲靖市麒麟区交通路2号美佳华麒麟商业广场,MALL_84161DF4,美·麒麟商业中心,376.2,62.5,MALL_84161DF4,high,门店地址明确提到'美佳华麒麟商业广场'，与候选商场'美·麒麟商业中心'名称高度匹配，且距离仅376米
982cd6ef-92d4-45f9-b85a-e387ed1f3348,Apple Authorized,浠水县闽通手机广场,黄冈市,浠水县闽通手机广场,MALL_7F54617A,天龙广场,539.2,66.66666666666667,MALL_8D20F02B,high,门店地址明确位于'闽通手机广场'，而新金丰购物广场距离最近(459米)，且同在'新华正街'，地址信息高度匹配
af3d660c-1b4a-4fb0-b1de-041a4a5c0288,Apple Authorized,宁津德百德州宁津县德百广场店,德州市,宁津德百德州宁津县德百广场,MALL_1F1895FB,宁津德百广场7,636.8,85.71428571428572,MALL_1F1895FB,high,门店名称与商场名称高度匹配，距离最近（636.8米），且地址信息一致
016c5470-8de4-4d9e-83a2-08fe862355e0,Apple Authorized,嘉怡通信泰安银座商场齐鲁店,泰安市,山东省泰安市泰山区岱宗大街249号银座商城,MALL_508B3BBF,格林商城,477.2,66.66666666666667,MALL_508B3BBF,high,门店地址明确位于银座商城F1-0042，而格林商城与银座商城地址同为岱宗大街249号，距离最近仅477米，名称和地址高度匹配
5f8b02a3-f059-4657-bbfd-353647c74160,Apple Authorized,中城通讯九江修水县联盛广场店,九江市,中城,MALL_35DD47DB,横杭商贸城,755.2,66.66666666666667,MALL_75C65880,high,门店地址明确提及'联盛广场'，候选商场中'联盛购物广场东区'名称高度匹配且距离最近（488米）
d8e861c3-4ab1-4b98-b30b-43a9207ea417,Apple Authorized,聚之林通信淮南寿县时代广场店,淮南市,聚之林通信淮南寿县时代广场,MALL_25FC29FE,正豪时代广场,486.2,80.0,MALL_25FC29FE,high,门店地址中明确提到'时代广场1-03'，且候选商场'正豪时代广场'名称匹配度高，距离仅486米，地址描述'十字街向东80米'与门店地址完全一致
d391a1df-176a-44e2-bbd1-398d68095d39,Apple Authorized,萧童电子滨州邹平店,滨州市,山东省滨州市邹平县黛西街道办事处黄山二路8号银座商城,MALL_E409DE0A,银座商城,579.3,100.0,MALL_E409DE0A,high,门店地址明确提及'银座商城一楼'，与候选商场'银座商城'名称完全匹配，距离579.3米合理
6e790367-3403-4164-9e87-f7ce8b300a99,Apple Authorized,锐通通讯天津武清福源道万达广场锐通科技店,天津市,锐通通讯天津武清福源道万达广场,MALL_862B954D,天津武清福源万达广场,459.8,90.0,MALL_862B954D,high,门店名称和地址均明确指向万达广场，且与候选商场'天津武清福源万达广场'名称高度匹配，地址完全一致，距离仅459.8米
d7c1d714-b52e-4adf-8b95-4a0608dbaaf7,Apple Authorized,好望角宿迁宿城宝龙广场店,宿迁市,好望角宿迁宿城,MALL_4A701118,城投生活广场,453.3,61.53846153846154,none,high,门店地址明确指向宝龙广场，但候选商场列表中无匹配项
52a9036f-03b6-4f3b-a5c7-0012b7106d4f,Apple Authorized,新胜南昌武商广场店,南昌市,新胜南昌武商广场,MALL_5CF8AD41,万达广场,740.6,66.66666666666667,none,high,门店名称明确包含'武商广场'，但候选商场列表中无匹配项，最近的IM盈石广场距离309米但名称不符
1bd67543-fdf0-4df9-9fbd-0dd1a68b81b4,Tesla,滁州苏宁广场城市展厅,滁州市,滁州苏宁广场,MALL_E7A68862,水石广场,689.9,66.66666666666667,none,high,门店名称明确标注为'滁州苏宁广场城市展厅'，但候选商场列表中无'苏宁广场'，所有候选商场均不匹配
fe5610e9-aac0-4f10-ba8e-e1bc2fe67c96,Tesla,苏州相城特斯拉中心,苏州市,苏州相城,MALL_E07A9BA5,苏州高铁新城文体商业中心,461.2,66.66666666666667,MALL_E07A9BA5,high,距离最近且名称匹配度高，苏州高铁新城文体商业中心位于相城大道，与门店地址相城区太阳路2266号地理位置相符
03954244-9533-468c-be81-745102c6c1bd,Li Auto,理想汽车慈溪爱琴海零售展厅,宁波,宁波市慈溪市浙江省宁波市慈溪市爱琴海购物公园,MALL_F119F438,慈溪环创爱琴海购物中心,348.4,66.66666666666667,MALL_F119F438,high,门店地址明确位于爱琴海购物公园，与候选商场'慈溪环创爱琴海购物中心'名称高度匹配，且距离最近仅348米
94c9349e-4674-4f5f-936a-d7e6321b44e2,Li Auto,理想汽车揭阳环市北路零售展厅,揭阳,广东省揭阳市榕城,MALL_1176C358,揭阳榕城万达广场,407.6,66.66666666666667,MALL_1176C358,high,门店位于商场内且距离仅407米，品牌为理想汽车适合在大型购物中心设店，万达广场符合其定位
2a99c951-4595-4811-88a0-b5914f0eab82,Li Auto,理想汽车九江花园城零售展厅,九江,理想汽车九江花园城,MALL_D3532B77,招商花园城,404.9,75.0,MALL_D3532B77,high,门店名称和地址均明确指向招商花园城，距离仅404.9米，匹配度最高
e127a5bf-0cf0-447c-938b-5e26ea27b3a3,Li Auto,理想汽车宿州苏宁广场零售展厅,宿州,理想汽车宿州苏宁广场,MALL_28D3DB49,国购广场,468.2,66.66666666666667,none,high,门店名称明确标注为'苏宁广场'，但候选商场列表中无苏宁广场，所有商场名称均不匹配
2f5e2885-1561-45bc-b5a9-a4d0afe3ccfb,Li Auto,理想汽车济南西城龙湖零售展厅,济南,理想汽车济南西城,MALL_02AFDD43,龙湖济南西城天街,422.5,66.66666666666667,MALL_02AFDD43,high,门店名称含'西城龙湖'，地址与龙湖济南西城天街完全匹配，距离仅422米，是最佳匹配
adc5167a-856a-46e9-a43a-f2ff82a50ad4,Li Auto,理想汽车南京弘阳广场零售展厅,南京,理想汽车南京弘阳广场,MALL_72C19E4E,南京弘阳广场C馆,338.6,85.71428571428572,MALL_72C19E4E,high,门店名称明确包含'弘阳广场'，且候选商场中'南京弘阳广场C馆'名称完全匹配，距离仅338米，地址一致
0b94e367-97dc-4aff-808b-ee737c69980a,Huawei,北京市石景山区鸿蒙智行授权用户中心北京首钢园中益德诚店,Beijing,北京市石景山区鸿蒙智行授权用户中心,MALL_286CCC10,购物中心,691.2,66.66666666666667,MALL_4990C308,high,门店地址位于汽车贸易服务园区，京西大悦城距离最近（416米），且为大型商业综合体，适合华为授权用户中心入驻
b994f9b2-1025-480a-a651-9ad54658e0de,Huawei,上海市静安区晶品购物中心直值华为授权体验店,Shanghai,上海市静安区晶品购物中心,MALL_85425620,金鹰国际购物中心,399.6,66.66666666666667,none,high,门店地址明确为'晶品购物中心'，但候选商场列表中无名称匹配的商场，所有候选商场名称均与门店地址不符
0e842753-f843-4b07-9a16-aacfeca07437,Huawei,上海市长宁区南丰城耀煜华为授权体验店,Shanghai,上海市长宁区南丰城,MALL_49234E35,上海长宁来福士广场-西区,408.1,61.53846153846154,none,high,门店地址明确指向南丰城，但候选列表中无南丰城，只有长宁来福士等商场，均不匹配
753b81d1-4dd2-48cd-a1f2-a679d75c484d,Huawei,重庆市江北区观音桥步行街赛博数码广场茂欣灵合作店,Chongqing,重庆市江北区观音桥步行街赛博数码广场,MALL_1903C46F,星天广场,496.8,66.66666666666667,none,high,门店地址明确位于'赛博数码广场'，但候选商场列表中均无此商场，最近商场距离也超过400米，无法匹配
6ef4b3cf-e286-40d0-8c32-9709a493d31e,Huawei,广州市天河区颐高数码畅通合作店,Guangzhou,广东省广州市天河区天河路490颐高数码广场,MALL_A6593B89,天娱广场,349.3,66.66666666666667,MALL_A6593B89,high,门店地址明确提及'颐高数码广场'，而天娱广场距离最近且位于同一区域，符合数码产品零售场景
ccaa8a68-d827-4107-a088-2b7e7d9fc161,Huawei,鸿蒙智行尚界用户中心•佛山桂澜路,Foshan,鸿蒙智行尚界用户中心,MALL_C38EE53C,金铂中心,451.4,66.66666666666667,MALL_C38EE53C,high,金铂中心距离最近（451米），且同在桂城街道，地理位置匹配度高
6f4d3cdb-df2f-4deb-9284-acfc7390e049,Huawei,南京市鼓楼区南瑞路宜悦里都比比合作店,Nanjing,南京市鼓楼区南瑞路宜悦里,MALL_CD33E6FD,南京商厦,799.4,66.66666666666667,none,high,门店地址明确提到位于'宜悦里一楼'，但候选商场列表中无'宜悦里'相关商场，最近的先锋奥特莱斯商场虽距离仅422米，但名称不匹配，无法确认是否为同一商场
bb1f032f-454a-47a8-9396-19dd638e607b,Huawei,华为旗舰店•南京万象天地,Nanjing,华为旗舰店•南京万象天地,MALL_27BB828C,茂业天地,539.1,66.66666666666667,none,high,门店名称明确标注为'南京万象天地'，但候选商场列表中无此商场，所有候选商场名称均不匹配
18029016-9119-4f34-8949-29d7c52b145d,Huawei,南京市浦口区泰山街道柳州东路飞豹苏宁环球电信合作厅,Nanjing,江苏省南京市浦口区柳州东路1号苏宁环球百货一楼门面移动飞豹手机连锁（天润广场,MALL_FBE2C721,鸿利广场,422.8,66.66666666666667,none,high,门店地址明确提及位于'苏宁环球百货'，但候选商场列表中无此商场，且所有候选商场名称与门店描述不匹配
8b77b5b0-dde9-40fa-bd15-cb26fd951787,Huawei,江苏省南京市栖霞区仙林金鹰都比比华为授权体验店,Nanjing,江苏省南京市栖霞区学海路1号仙林金鹰湖滨天地,MALL_42E8832B,金鹰湖滨天地,731.4,100.0,MALL_B4B10393,high,门店地址明确位于金鹰湖滨天地B区，与候选商场B区名称完全匹配
f1168628-9d59-46ff-aaa3-6e9df7efe62f,Huawei,南京市浦口区江浦街道中圣街亚欧移动卖场,Nanjing,江苏省南京市浦口区江浦街道中圣街文峰购物中心,MALL_0F0D5B79,金浦购物中心,405.0,80.0,MALL_0F0D5B79,high,门店地址明确提及'文峰购物中心'，而候选商场'金浦购物中心'距离最近（405米），且名称相似度高，很可能为同一商场或相邻位置
29e74bae-f043-48de-b9a3-636033815667,Huawei,湖北省武汉市东西湖区中百广场广通华为授权体验店,Wuhan,湖北省武汉市东西湖区中百广场,MALL_8095FD15,东西湖中心广场,442.4,71.42857142857143,none,high,门店名称中明确提及'中百广场'，但候选商场列表中无此商场，所有候选商场名称与门店信息不匹配
ad90ceed-a788-4506-9457-fb632872e768,Huawei,成都市锦江区创意山商业中心云熙合作店,Chengdu,成都市锦江区创意山商业中心,MALL_8968ADC8,成都锦江大融城,496.4,66.66666666666667,MALL_8968ADC8,high,门店地址明确位于创意山商业中心，而候选商场中成都锦江大融城距离最近仅496米，且名称中的'创意山'与门店地址中的'创意山商业中心'高度匹配
48b6b8cf-6ffd-421a-96a6-ead4e7810f4f,Huawei,华为智能生活馆•成都泛悦广场,Chengdu,华为智能生活馆•成都泛悦广场,MALL_6BA4870D,青龙广场,455.6,66.66666666666667,none,high,门店名称明确包含'成都泛悦广场'，但候选商场列表中无此商场，最近的青龙广场距离455米但名称不匹配
00d92c46-c576-4db8-8359-c31b3c0c4334,Huawei,西安市雁塔区长安中路军民服务社鑫诺通合作店,Xi'an,陕西省西安市雁塔区长安中路30号陕西省融通军民服务社购物中心,MALL_D723023E,赛格国际购物中心,489.5,66.66666666666667,none,high,门店地址明确位于'陕西省融通军民服务社购物中心'，但候选商场列表中无此商场名称，且门店位置类型为'mall_store_uncertain'，说明门店可能位于非候选商场内
0cdd1239-6498-4b04-be44-03ee0cd6ebbf,Huawei,西安市雁塔区欧言万达广场京东店,Xi'an,西安市雁塔区欧言万达广场,MALL_36C62268,兰岛广场,376.1,66.66666666666667,none,high,门店地址明确指向万达广场，但候选商场列表中无万达广场，所有候选商场名称均不匹配
8a2027e4-3e4b-45d0-997c-36538776984d,Huawei,华为智能生活馆•西安高新万达,Xi'an,陕西省西安市雁塔区木塔寨西路719号西安高新万达广场,MALL_36C62268,兰岛广场,356.4,66.66666666666667,none,high,门店名称和地址明确指向'西安高新万达广场'，但候选商场列表中不包含该商场，无法匹配
3a4cc686-abff-4394-a4bf-17b17cf30fdf,Huawei,郑州市金水区智璇行丹尼斯三天地合作店,Zhengzhou,郑州市金水区智璇行丹尼斯三天地,MALL_B63979B9,丹尼斯7天地,302.1,83.33333333333334,MALL_B63979B9,high,门店地址明确位于丹尼斯三天地，而候选商场中丹尼斯7天地距离最近且名称高度匹配，应为同一商业体
146c306e-3441-4058-9a1b-8beb68ee1820,Huawei,沈阳市苏宁铁西建大店黑电专区（黑电我司）,Shenyang,辽宁省沈阳市铁西区铁西广场,MALL_11D73051,云峰广场,481.4,66.66666666666667,none,high,门店地址明确位于苏宁易购内，但候选商场列表中无苏宁易购，且门店信息显示为苏宁铁西建大店黑电专区，不匹配任何候选商场
b2c5743d-9259-4e46-a2c3-9d5756e6601a,Huawei,辽宁省沈阳市苏家屯区民主街道芃为华为授权体验店,Shenyang,辽宁省沈阳市苏家屯区枫杨路民主街道苏宁购物广场,MALL_5A0BB604,永盛休闲购物广场,668.8,66.66666666666667,MALL_1F2E8481,medium,门店地址明确提到位于苏宁购物广场，候选商城中只有1克拉生活广场在枫杨路，与门店地址中的枫杨路匹配，且距离适中
67facad9-a6df-42d0-a72b-5968187be338,Huawei,长春市汇达通安华店,Changchun,长春市汇,MALL_D1E22DFF,长春百货大楼,378.7,66.66666666666667,MALL_2279E774,high,门店地址为西安大路6号安华公寓，距离亚泰富苑购物中心仅347米，且位于同一区域（重庆街道），品牌匹配度最高
dd79e4db-51a6-4757-b92f-a7f311c64f1d,Huawei,长百朗高手机卖场二店,Changchun,吉林省长春市朝阳区重庆路长百大楼7层数码广场,MALL_16F3093D,万达广场,391.8,66.66666666666667,MALL_737AD84E,high,门店地址明确位于重庆路长百大楼，和平大世界同样在重庆路且距离最近，名称和位置高度匹配
93a1bb4b-3d09-44c1-9a42-1a47a1a60299,Huawei,海南省海口市龙华区友谊商业广场鑫叁玖华为授权体验店,Haikou,海南省海口市龙华区友谊商业广场,MALL_C6C66D94,多宝利商业广场,447.4,72.72727272727273,MALL_BC502A5C,high,门店名称和地址中明确提到'友谊商业广场'，候选列表中虽无完全匹配名称，但金棕榈文化商业广场距离最近且位于解放西路，与门店地址中的'友谊商业广场'地理位置相近
75d62f7a-c340-4d25-a0ee-319c062b7909,Huawei,西藏自治区拉萨市城关区宇拓路星宇华为授权体验店,Lhasa,西藏自治区拉萨市城,MALL_6E38173E,诺桑商城,495.3,88.88888888888889,MALL_4F513E10,high,门店地址明确位于宇拓路国贸大厦，珠峰伟业国际购物中心同在宇拓路30号，地址匹配度高且距离较近
953ad72e-9aee-42d9-a58e-dabf02b2c7ff,Huawei,西藏自治区拉萨市堆龙德庆区柳梧街道万达广场信联华为授权体验店,Lhasa,西藏自治区拉萨市堆龙德庆区柳梧街道万达广场,MALL_AC2B67E1,圣威广场,391.5,66.66666666666667,none,high,门店名称和地址中明确提到位于万达广场，但候选商场列表中不包含万达广场，因此无法匹配
8bf7650a-3346-48bc-8363-8884358f91a3,Huawei,乌鲁木齐市米东区顺为米古里店,Urumqi,乌鲁木齐市米东区顺为米古里,MALL_7538AF48,吾悦广场,324.7,60.0,MALL_1B2D113F,high,门店名称和地址中明确包含'米古里'，与候选商场'米古里西域水游城2期'名称高度匹配，虽然距离不是最近但名称关联性最强
1350d14f-b207-4235-8927-6cbd32dc3ff8,Prada,China Beijing Wangfu Central,北京,北京市东城,MALL_206D9BCE,北京市百货大楼,505.8,75.0,none,high,门店地址明确显示位于'王府中环'，但候选商场列表中不包含王府中环，所有商场均为其他购物中心
749f0d5e-46ed-4a49-8943-6da0c3710d93,Prada,China Chongqing WFC,重庆,重庆市渝中区民族路188号，重庆环球金融中心,MALL_B9DB9BC8,金鹰财富中心,400.3,60.0,MALL_B8A5B7EA,high,门店地址明确位于'民族路188号环球金融中心'，与候选商场'环球购物中心(五四路)'的地址完全匹配
53b64530-f522-47df-a6ed-0c26877af2d6,Prada,Prada Shanghai Plaza66 4F VIC Lounge,上海市,上海市静安区南京西路1266号恒隆广场,MALL_D6E1735B,上海恒隆广场,558.8,80.0,MALL_D6E1735B,high,门店地址明确位于南京西路1266号恒隆广场4层，与候选商场中的上海恒隆广场地址完全匹配
7d3e390f-6840-4214-a44a-fb6644ccef3d,Prada,Prada Shanghai Plaza66 Temp 1st Fl. TLUD,上海,上海市静安区南京西路1266号恒隆广场,MALL_D6E1735B,上海恒隆广场,527.8,80.0,MALL_D6E1735B,high,门店地址明确包含'恒隆广场'，与候选商场'上海恒隆广场'名称完全匹配，且地址一致
67b8dbfe-55a2-4f88-b93d-ef5bf3495279,Estee Lauder,温州印象城百盛,温州市,温州印象城,MALL_94262903,温州印象城MEGA市集广场,444.2,100.0,MALL_9D424B4A,high,门店名称明确包含'温州印象城'，与候选商场'温州印象城MEGA'名称高度匹配，且距离仅469米，地址位于同一街道
8f386aa0-7e18-41cd-86df-7f2994c7bcf5,Estee Lauder,南京万象天地,南京市,南京万象天地,MALL_27BB828C,茂业天地,332.0,66.66666666666667,none,high,门店名称本身为'南京万象天地'，但候选商场列表中无匹配项，最近商场茂业天地距离332米但名称不匹配
7a1d2170-0803-46ce-a2cb-ee37d628e4c6,Samsung,宿州市苏宁广场店,宿州,宿州市苏宁广场,MALL_28D3DB49,国购广场,319.5,66.66666666666667,none,high,门店地址明确指向苏宁广场，但候选商场列表中无苏宁广场，其他商场均不匹配
f85b6917-5a17-496b-8ec8-5babad195133,Samsung,许昌胖东来大关店,许昌县,河南省许昌市魏都区七一路277号胖东来时代广场,MALL_DE9EC193,胖东来时代广场,800.0,100.0,MALL_DE9EC193,high,门店地址明确位于胖东来时代广场，与候选商场名称和地址完全匹配
aa80f0d7-07e3-43d1-b6d6-bf5d225b0182,Samsung,黑龙江省哈尔滨市众联凯旋广场三星手机体验店,哈尔滨,黑龙江省哈尔滨市众联凯旋广场,MALL_19B5D69E,万达广场,488.9,66.66666666666667,MALL_19B5D69E,high,门店名称中明确提及'众联凯旋广场'，而万达广场距离最近仅488.9米，是候选商场中唯一的大型综合购物中心，与三星手机体验店的定位匹配度高
f1a3979c-a5fd-4408-ba39-fe540c826a90,Samsung,苏宁溧阳生活广场店,溧阳,苏宁溧阳生活广场,MALL_C62CC8CA,扬子广场,588.2,66.66666666666667,none,medium,门店地址明确位于金鹰购物广场，但候选列表中无此商场，且所有候选商场所在城市为常州市而非溧阳市
058d2c0f-7e2e-4cf1-8a5b-29190aac2c78,Samsung,江苏省南京市友君燕子矶万象汇三星体验店,南京,江苏省南京市友君燕子矶万象汇,MALL_072D26BF,南京城北万象汇,799.8,60.0,MALL_17A6709D,high,门店名称和地址明确提及'燕子矶万象汇'，候选商场中'南京城北万象汇B馆'名称最匹配，且距离最近（701.3米）
1f0aae22-fa44-4226-9572-feb3367a5bdc,Samsung,江西省樟树市至信时代广场三星手机体验店,樟树,江西省樟树市至信时代广场,MALL_8D861A22,丽枫广场,399.5,66.66666666666667,none,high,门店名称为'至信时代广场三星手机体验店'，但候选商场列表中无'时代广场'或类似名称的商场，所有候选商场名称与门店位置描述不匹配
206906d8-901b-43f5-86d2-ee367836f46e,Samsung,山东省济宁市曲阜市博越静轩中路三星手机体验店,曲阜,山东省曲阜市静轩中路游客服务中心,MALL_FBE7C213,富良商务中心,478.3,66.66666666666667,MALL_FBE7C213,medium,门店位于静轩中路，该商场位于静轩东路，距离最近且路名匹配度高，可能是同一街道的商场
5d6dc98c-c44f-48a4-ac08-c7b7978b033e,Samsung,拉萨展星南环路红星美凯龙三星授权旗舰店,拉萨,西藏自治区拉萨市堆龙德庆区南环路拉萨顿珠商城,MALL_6E38173E,诺桑商城,415.9,66.66666666666667,none,high,门店地址明确标注位于'拉萨顿珠商城'，但候选商场列表中无此商场，所有候选商场名称与门店所在商场不匹配
d919e067-b90d-4cd6-8bb9-272e345a661e,Samsung,新疆乌鲁木齐市迪轩合和中山国际三星体验店,乌鲁木齐,新疆乌鲁木齐市天山区中山路中山国际通讯广场,MALL_6A2ACF2A,成功广场,791.4,66.66666666666667,none,medium,门店地址明确提及'中山国际通讯广场'，但候选商场列表中无名称匹配的商场，虽有几个商场在中山路上，但名称不符且无法确认是否为同一地点
b92316fd-d116-4302-82ba-9684da139b06,Samsung,五星金华时代广场店,金华,五星金华时代广场,MALL_CD19BCC5,西华广场,339.0,66.66666666666667,none,high,门店名称包含'时代广场'但候选商场中无匹配，所有候选商场名称与门店名称不匹配
a764098a-bf17-4214-9f32-e17dd9b2f476,Honor,石家庄欢乐汇荣耀体验店,石家庄市,石家庄欢乐汇,MALL_E9FA2093,欢乐汇100FUN CITY,576.6,66.66666666666667,MALL_E9FA2093,high,门店名称包含'石家庄欢乐汇'，与候选商场'欢乐汇100FUN CITY'名称高度匹配，且地址完全一致（裕泰路77号），距离最近
1654e418-e66b-4fdb-8352-44e6a3f542f4,Honor,衡水故城信誉楼荣耀授权店,衡水市,衡水故城,MALL_F2923090,故城盐百奥友购物广场,390.0,66.66666666666667,MALL_F2923090,high,门店地址与盐百奥友购物广场地址高度匹配，均位于京杭大街，且距离仅390米，符合商场内门店特征
e0f6b112-c238-40da-9d72-605ed05e088d,Honor,运城盐湖神创河东西街荣耀授权专卖店,运城市,运城,MALL_07982EFF,天泰城,415.1,66.66666666666667,MALL_819FDD57,high,南风新天地距离门店最近（404.7米），且名称与地址中的'河东西街'地理位置匹配度高
a8a55e03-e903-4c04-99ca-a168d80446c8,Honor,运城智鑫苏宁广场体验店,运城市,运城,MALL_07982EFF,天泰城,761.3,66.66666666666667,none,high,门店地址明确提及苏宁广场，但候选商场列表中无苏宁广场，且其他商场名称与苏宁广场不匹配
a50f40b3-6341-45e9-9a4c-7aa11e4ae176,Honor,临汾曲沃广场荣耀手机店,临汾市,临汾曲沃广场,MALL_BD60A254,新供合曲沃购物广场,432.3,66.66666666666667,MALL_BD60A254,high,门店位于曲沃县中心广场，候选商场'新供合曲沃购物广场'距离最近仅432米，且名称与门店位置高度匹配
666d6422-68e6-46fd-a3fc-f651bde317d5,Honor,沈阳京东龙之梦超体店,沈阳市,辽宁省沈阳市大东区津桥路龙之梦购物中心,MALL_E552C9F8,(瑞幸咖啡)龙之梦购物中心B1层,474.1,60.86956521739131,MALL_E552C9F8,high,门店地址明确提到'龙之梦购物中心'，与候选商场名称完全匹配，距离仅474米，位置高度吻合
cd06183f-0873-49ba-af4a-a6b6ee593a7e,Honor,白城通榆中港手机开通大路电脑城店,白城市,白城,MALL_878F1EF8,世纪商业城,685.2,66.66666666666667,MALL_2BE11BD9,high,门店地址明确位于开通大路中港手机电脑城，而中兴商厦也位于开通大路，距离最近且地理位置最匹配
c03b0f92-4f09-4678-96b6-04a18a29c255,Honor,白城大新北斗手机锦华街人民路店,白城市,白城,MALL_72B14C13,安盛商城,605.6,66.66666666666667,none,high,门店地址明确位于人民路，而所有候选商场均不在人民路上，且距离较远（最近361.9米），无法确定门店位于任一商场内
ab2d0de9-25de-4086-a670-76067e552140,Honor,南京亚欧江浦文峰路店,南京市,江苏省南京市浦口区文德路1号文峰购物中心,MALL_0F0D5B79,金浦购物中心,429.4,80.0,MALL_0F0D5B79,high,门店地址明确提到位于文峰购物中心，而候选商场中金浦购物中心距离最近（429米），且门店token中提到的文德路与商场地址一致，匹配度最高
668fc7e9-eab6-4394-8abd-2d1b5242ebd2,Honor,盐城诚信新东路荣耀授权专卖店,盐城市,盐城,MALL_A39BD328,苏中商城,700.5,66.66666666666667,MALL_E993EFF9,high,汇银广场距离最近（387米），位于金海东路，与门店地址新东东路地理位置相近，同属盐城市，匹配度最高
