uuid,brand,name,lat,lng,address,province,city,phone,business_hours,opened_at,status,raw_source
e4d58f9b-cd9b-4edf-a3ff-b8ea6d75946d,DJI,邯郸新世纪中心授权体验店,36.611042,114.494993,河北省邯郸市丛台区中华大街29号新世纪中心1F-A20,河北省,邯郸市,17692004033，13191701205,周一至周日10:00-22:00,2025-12-03,营业中,"{""token"": ""60000991"", ""name"": ""邯郸新世纪中心授权体验店"", ""state"": ""河北省"", ""city"": ""邯郸市"", ""district"": ""丛台区"", ""address"": ""河北省邯郸市丛台区中华大街29号新世纪中心1F-A20"", ""google_lon"": 114.489074, ""google_lat"": 36.61083, ""baidu_lon"": 114.501704, ""baidu_lat"": 36.617238, ""business_hour"": ""周一至周日10:00-22:00"", ""contact_number"": ""17692004033，13191701205"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%82%AF%E9%83%B8%E6%96%B0%E4%B8%96%E7%BA%AA-20240703225854.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
397afabb-8c4c-4d94-af72-75a6e3ecaf08,DJI,杭州索通贸易省家电照材店,30.266163,120.206486,杭州上城区秋涛北路128号一楼B26-B28,浙江省,杭州市,13666626330,10:00-22:00,2025-12-03,营业中,"{""token"": ""AD101397"", ""name"": ""杭州索通贸易省家电照材店"", ""state"": ""浙江省"", ""city"": ""杭州市"", ""district"": ""上城区"", ""address"": ""杭州上城区秋涛北路128号一楼B26-B28"", ""google_lon"": 120.201927, ""google_lat"": 30.268577, ""baidu_lon"": 120.20734, ""baidu_lat"": 30.27431, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""13666626330"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241022193554.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
a9b9c776-ba9f-458b-ac59-36d1e4c42c93,DJI,东莞君尚授权体验店,23.036066,113.777712,东莞市东纵大道93号君尚1007-1号,广东省,东莞市,"0755-22226070,18929256236",周天至周四10:00-22:00，周五至周六10:00-22:30,2025-12-03,营业中,"{""token"": ""60037655"", ""name"": ""东莞君尚授权体验店"", ""state"": ""广东省"", ""city"": ""东莞市"", ""district"": ""莞城街道"", ""address"": ""东莞市东纵大道93号君尚1007-1号"", ""google_lon"": 113.77254, ""google_lat"": 23.03879, ""baidu_lon"": 113.77254, ""baidu_lat"": 23.03879, ""business_hour"": ""周天至周四10:00-22:00，周五至周六10:00-22:30"", ""contact_number"": ""0755-22226070,18929256236"", ""email"": ""zhangke@hengweixin.com.cn"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BC%A0%E7%8F%82-20251201184720.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
213075d0-34d9-41d4-8978-b0cc871e0099,DJI,深圳海雅缤纷城授权体验店,22.564217,113.90628,深圳市宝安区宝城5区宝民路海雅缤纷城第一层1S32-1S33号商铺,广东省,深圳市,"0755-23095174,19926584330","周日~周四:10:00~22:00   
周五~周六:10:00~22:30",2025-12-03,营业中,"{""token"": ""A0400390"", ""name"": ""深圳海雅缤纷城授权体验店"", ""state"": ""广东省"", ""city"": ""深圳市"", ""district"": ""宝安区"", ""address"": ""深圳市宝安区宝城5区宝民路海雅缤纷城第一层1S32-1S33号商铺"", ""google_lon"": 113.901413, ""google_lat"": 22.567268, ""baidu_lon"": 113.91242, ""baidu_lat"": 22.56618, ""business_hour"": ""周日~周四:10:00~22:00   \n周五~周六:10:00~22:30"", ""contact_number"": ""0755-23095174,19926584330"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_2330_07-20251110171100.jpeg"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
7a454287-6d53-4fb8-9bee-91215a915361,DJI,保定佑成春霖西大街照材店,38.867195,115.512668,河北省保定市莲池区西大街26号,河北省,保定市,15614488188,09:00-21:00,2025-12-03,营业中,"{""token"": ""60023530"", ""name"": ""保定佑成春霖西大街照材店"", ""state"": ""河北省"", ""city"": ""保定市"", ""district"": ""莲池区"", ""address"": ""河北省保定市莲池区西大街26号"", ""google_lon"": 115.506509, ""google_lat"": 38.866419, ""baidu_lon"": 115.506509, ""baidu_lat"": 38.866419, ""business_hour"": ""09:00-21:00"", ""contact_number"": ""15614488188"", ""email"": ""804127729@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/22-20241115174116.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
d69f0a85-eac0-4a68-bc1a-3ca46574c703,DJI,DJI 大疆|哈苏 厦门万象城概念店,24.475763,118.122598,福建省厦门市思明区湖滨东路99号厦门万象城L222,福建省,厦门市,"13459001260,0592-2032073",10:00-22:00,2025-12-03,营业中,"{""token"": ""60000994"", ""name"": ""DJI 大疆|哈苏 厦门万象城概念店"", ""state"": ""福建省"", ""city"": ""厦门市"", ""district"": ""思明区"", ""address"": ""福建省厦门市思明区湖滨东路99号厦门万象城L222"", ""google_lon"": 118.117641, ""google_lat"": 24.478416, ""baidu_lon"": 118.117641, ""baidu_lat"": 24.478416, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""13459001260,0592-2032073"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1197_06-20250724194522.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""5"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
9dd941b7-5a55-4d2c-9241-dd18cca0f4e7,DJI,DJI 大疆|哈苏 南京德基旗舰店,32.037951,118.785206,南京市玄武区德基广场二期B1 C120,江苏省,南京市,"15895991335,025-86777990",周一至周日 10:00~22:00,2025-12-03,营业中,"{""token"": ""A0400356"", ""name"": ""DJI 大疆|哈苏 南京德基旗舰店"", ""state"": ""江苏省"", ""city"": ""南京市"", ""district"": ""玄武区"", ""address"": ""南京市玄武区德基广场二期B1 C120"", ""google_lon"": 118.78, ""google_lat"": 32.04, ""baidu_lon"": 118.78, ""baidu_lat"": 32.04, ""business_hour"": ""周一至周日 10:00~22:00"", ""contact_number"": ""15895991335,025-86777990"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E9%B2%81%E6%B6%B5%E5%B8%8C%EF%BC%88DJI%E5%A4%A7%E7%96%86_%E5%93%88%E8%8B%8F%20%E5%8D%97%E4%BA%AC%E5%BE%B7%E5%9F%BA%E6%97%97%E8%88%B0%E5%BA%97%EF%BC%89-20230115123706.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""4"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
3f563409-921a-447c-b2d0-08fd6a569b7d,DJI,湖北孝感华胜天强城站路照材店,30.928724,113.919917,湖北省孝感市孝南区城站路58-1号,湖北省,孝感市,18574482946,周一到周日9:00-19:00,2025-12-03,营业中,"{""token"": ""60028426"", ""name"": ""湖北孝感华胜天强城站路照材店"", ""state"": ""湖北省"", ""city"": ""孝感市"", ""district"": ""孝南区"", ""address"": ""湖北省孝感市孝南区城站路58-1号"", ""google_lon"": 113.914432, ""google_lat"": 30.931201, ""baidu_lon"": 113.914432, ""baidu_lat"": 30.931201, ""business_hour"": ""周一到周日9:00-19:00"", ""contact_number"": ""18574482946"", ""email"": ""415745772@QQ.COM"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20250320113535-20250320113555.jpg"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
5488ddef-13e0-4e66-9d96-422218862239,DJI,忻州魏之都忻州古城照材店,38.403031,112.750158,山西省忻州市忻府区忻州古城秀荣街道南北大街146号,山西省,忻州市,15535093373,周一至周日9:00-22:00,2025-12-03,营业中,"{""token"": ""60026426"", ""name"": ""忻州魏之都忻州古城照材店"", ""state"": ""山西省"", ""city"": ""忻州市"", ""district"": ""忻府区"", ""address"": ""山西省忻州市忻府区忻州古城秀荣街道南北大街146号"", ""google_lon"": 112.743583, ""google_lat"": 38.402447, ""baidu_lon"": 112.743583, ""baidu_lat"": 38.402447, ""business_hour"": ""周一至周日9:00-22:00"", ""contact_number"": ""15535093373"", ""email"": ""1178220644@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250207170841.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
b610f743-2937-46ef-810a-55d82d626660,DJI,昆明同德广场授权体验店,25.072056,102.732079,云南省昆明市盘龙区北京路昆明同德广场1楼5号门旁,云南省,昆明市,0871-65090039,"周日~周四10:00~22:30,周五~周六10:00~23:00",2025-12-03,营业中,"{""token"": ""A0400365"", ""name"": ""昆明同德广场授权体验店"", ""state"": ""云南省"", ""city"": ""昆明市"", ""district"": ""盘龙区"", ""address"": ""云南省昆明市盘龙区北京路昆明同德广场1楼5号门旁"", ""google_lon"": 102.730607, ""google_lat"": 25.075006, ""baidu_lon"": 102.730607, ""baidu_lat"": 25.075006, ""business_hour"": ""周日~周四10:00~22:30,周五~周六10:00~23:00"", ""contact_number"": ""0871-65090039"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_850_04-20250520170408.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
048e043d-db5a-4c5d-8f89-01646ef94a31,DJI,兰州万象城授权体验店,36.054126,103.83401,甘肃省兰州市城关区庆阳路2号万象城621,甘肃省,兰州市,13919010117,10：00-22：00,2025-12-03,营业中,"{""token"": ""60000549"", ""name"": ""兰州万象城授权体验店"", ""state"": ""甘肃省"", ""city"": ""兰州市"", ""district"": ""城关区"", ""address"": ""甘肃省兰州市城关区庆阳路2号万象城621"", ""google_lon"": 103.831602, ""google_lat"": 36.05445, ""baidu_lon"": 103.851602, ""baidu_lat"": 36.059183, ""business_hour"": ""10：00-22：00"", ""contact_number"": ""13919010117"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%85%B0%E5%B7%9E%E4%B8%87%E8%B1%A1-20240709123317.png"", ""website"": """", ""has_test_flight"": false, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
fc6ece52-4db2-4952-92b8-8456c5e31954,DJI,孝感万达授权体验店,30.898793,113.961934,湖北省孝感市孝南区孝武大道路特1号孝感星河天街万达广场1F层1008号商铺,湖北省,孝感市,13135640201,10:00-22:00,2025-12-03,营业中,"{""token"": ""60037312"", ""name"": ""孝感万达授权体验店"", ""state"": ""湖北省"", ""city"": ""孝感市"", ""district"": ""孝南区"", ""address"": ""湖北省孝感市孝南区孝武大道路特1号孝感星河天街万达广场1F层1008号商铺"", ""google_lon"": 113.956413, ""google_lat"": 30.901226, ""baidu_lon"": 113.956413, ""baidu_lat"": 30.901226, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""13135640201"", ""email"": ""504982102@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BD%99%E8%B7%AF%E8%B7%AF-20251117142536.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
cbc61321-d45f-4dd4-85c2-a13d4129f427,DJI,深圳影客华强北照材店,22.54555,114.098018,深圳市福田区华强北 新华强电子二店3楼Q3B202,广东省,深圳市,13631630571,10:00~19:00,2025-12-03,营业中,"{""token"": ""AD101461"", ""name"": ""深圳影客华强北照材店"", ""state"": ""广东省"", ""city"": ""深圳市"", ""district"": ""福田区"", ""address"": ""深圳市福田区华强北 新华强电子二店3楼Q3B202"", ""google_lon"": 114.092891, ""google_lat"": 22.548231, ""baidu_lon"": 114.092891, ""baidu_lat"": 22.548231, ""business_hour"": ""10:00~19:00"", ""contact_number"": ""13631630571"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BD%B1-20240618170341.jpeg"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": false, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
5ee567c6-57dd-4909-9493-9f1d9140b8b0,DJI,北京望京凯德MALL授权体验店,39.991336,116.466159,北京市望京凯德MALL商铺号码: 01-31/32,北京市,北京市,15534084146,周一至周天 10：00-22：00,2025-12-03,营业中,"{""token"": ""60037259"", ""name"": ""北京望京凯德MALL授权体验店"", ""state"": ""北京市"", ""city"": ""北京市"", ""district"": ""朝阳区"", ""address"": ""北京市望京凯德MALL商铺号码: 01-31/32"", ""google_lon"": 116.46, ""google_lat"": 39.99, ""baidu_lon"": 116.46, ""baidu_lat"": 39.99, ""business_hour"": ""周一至周天 10：00-22：00"", ""contact_number"": ""15534084146"", ""email"": ""lisifan@fhql.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%8E%E6%80%9D%E5%87%A1-20251111141343.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
e1c69ac2-7581-4d1d-a118-67e03a22d3f4,DJI,东营贝斯特授权体验专区,37.461953,118.515216,东营市东营区济南路48号贝斯特摄影器材,山东省,东营市,13356640618/13210337893,夏季8:15-18:00，冬季8:15-17:30,2025-12-03,营业中,"{""token"": ""A1000481"", ""name"": ""东营贝斯特授权体验专区"", ""state"": ""山东省"", ""city"": ""东营市"", ""district"": ""东营区"", ""address"": ""东营市东营区济南路48号贝斯特摄影器材"", ""google_lon"": 118.509456, ""google_lat"": 37.46121, ""baidu_lon"": 118.515986, ""baidu_lat"": 37.467026, ""business_hour"": ""夏季8:15-18:00，冬季8:15-17:30"", ""contact_number"": ""13356640618/13210337893"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250327142057.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
ab76cffd-c0f4-433a-99ca-60ceb565c705,DJI,南宁青秀万达授权体验店,22.834125,108.380007,广西南宁市青秀区东葛路延长线118号青秀万达广场1楼1005店铺,广西壮族自治区,南宁市,"0771-4881345, 18154543978","周天至周四10:00-22:00, 周五至周六10:00-22:30",2025-12-03,营业中,"{""token"": ""60034248"", ""name"": ""南宁青秀万达授权体验店"", ""state"": ""广西壮族自治区"", ""city"": ""南宁市"", ""district"": ""青秀区"", ""address"": ""广西南宁市青秀区东葛路延长线118号青秀万达广场1楼1005店铺"", ""google_lon"": 108.375923, ""google_lat"": 22.836793, ""baidu_lon"": 108.375923, ""baidu_lat"": 22.836793, ""business_hour"": ""周天至周四10:00-22:00, 周五至周六10:00-22:30"", ""contact_number"": ""0771-4881345, 18154543978"", ""email"": ""1524564489@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250820165556.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
2918a66a-4098-4855-9f5e-04898a302fd0,DJI,北京京东生活港南三环授权体验店,39.511659,116.240291,北京市丰台区南苑路6号1号楼京东MALL（北京南三环店）一层,北京市,北京市,19990707367,10：00-22：00,2025-12-03,营业中,"{""token"": ""60029649"", ""name"": ""北京京东生活港南三环授权体验店"", ""state"": ""北京市"", ""city"": ""北京市"", ""district"": ""丰台区"", ""address"": ""北京市丰台区南苑路6号1号楼京东MALL（北京南三环店）一层"", ""google_lon"": 116.2343, ""google_lat"": 39.5105, ""baidu_lon"": 116.2343, ""baidu_lat"": 39.5105, ""business_hour"": ""10：00-22：00"", ""contact_number"": ""19990707367"", ""email"": ""liuweiguang.15@jd.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250513170114.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
7d1a757c-27a6-4134-be4e-471b2cc7183b,DJI,DJI 大疆|哈苏 西安大唐不夜城旗舰店,34.213618,108.969247,陕西省西安市雁塔区雁南一路518号新乐汇G区1层,陕西省,西安市,17300835082,周一至周日:10:00-22:00,2025-12-03,营业中,"{""token"": ""A400370"", ""name"": ""DJI 大疆|哈苏 西安大唐不夜城旗舰店"", ""state"": ""陕西省"", ""city"": ""西安市"", ""district"": ""雁塔区"", ""address"": ""陕西省西安市雁塔区雁南一路518号新乐汇G区1层"", ""google_lon"": 108.964522, ""google_lat"": 34.215174, ""baidu_lon"": 108.971106, ""baidu_lat"": 34.218388, ""business_hour"": ""周一至周日:10:00-22:00"", ""contact_number"": ""17300835082"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%A5%BF%E5%AE%89%E5%A4%A7%E5%94%90-20240709115745.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""5"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
acf41025-e692-4ee7-9486-80d5fc3d9251,DJI,广州东方宝泰授权体验店,23.145188,113.330164,广东省广州市天河区林和中路63号东方宝泰购物广场B1-1020铺,广东省,广州市,18902265334；020-31151524,10：00-22：00,2025-12-03,营业中,"{""token"": ""60000782"", ""name"": ""广州东方宝泰授权体验店"", ""state"": ""广东省"", ""city"": ""广州市"", ""district"": ""天河区"", ""address"": ""广东省广州市天河区林和中路63号东方宝泰购物广场B1-1020铺"", ""google_lon"": 113.324739, ""google_lat"": 23.147773, ""baidu_lon"": 113.331339, ""baidu_lat"": 23.153481, ""business_hour"": ""10：00-22：00"", ""contact_number"": ""18902265334；020-31151524"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_054_06-20241226165613.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
55b03e32-b71e-4b0b-b484-de66f3fdb113,DJI,衡水爱琴海授权体验店,37.717003,115.668838,河北省衡水市桃城区育才南大街爱琴海购物公园L-017,河北省,衡水市,17631859315,09：30-22：00,2025-12-03,营业中,"{""token"": ""60029701"", ""name"": ""衡水爱琴海授权体验店"", ""state"": ""河北省"", ""city"": ""衡水市"", ""district"": ""桃城区"", ""address"": ""河北省衡水市桃城区育才南大街爱琴海购物公园L-017"", ""google_lon"": 115.662966, ""google_lat"": 37.716374, ""baidu_lon"": 115.662966, ""baidu_lat"": 37.716374, ""business_hour"": ""09：30-22：00"", ""contact_number"": ""17631859315"", ""email"": ""17631859315@163.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_822_04-20250515151946.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
2cb77d26-1318-4ad1-8802-e12a1188cc24,DJI,玉溪万达授权体验专区,24.349845,102.548442,云南省玉溪市红塔区棋阳路66号万达广场一楼中庭,云南省,玉溪市,13619471138,"周天至周四10:00-22:00, 周五至周六10:00-22:30",2025-12-03,营业中,"{""token"": ""60021152"", ""name"": ""玉溪万达授权体验专区"", ""state"": ""云南省"", ""city"": ""玉溪市"", ""district"": ""红塔区"", ""address"": ""云南省玉溪市红塔区棋阳路66号万达广场一楼中庭"", ""google_lon"": 102.54719, ""google_lat"": 24.352911, ""baidu_lon"": 102.54719, ""baidu_lat"": 24.352911, ""business_hour"": ""周天至周四10:00-22:00, 周五至周六10:00-22:30"", ""contact_number"": ""13619471138"", ""email"": ""879277008@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20241101174919-20241101175203.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
0b2bfd70-9842-43b1-8c41-5a6118409478,DJI,包头富迈钢铁大街照材店,40.657159,109.853009,内蒙古包头市昆都仑区钢铁大街12号街坊民主大楼2号底店,内蒙古自治区,包头市,13789614606,周一至周日 9:00-20:00,2025-12-03,营业中,"{""token"": ""60020807"", ""name"": ""包头富迈钢铁大街照材店"", ""state"": ""内蒙古自治区"", ""city"": ""包头市"", ""district"": ""昆都仑区"", ""address"": ""内蒙古包头市昆都仑区钢铁大街12号街坊民主大楼2号底店"", ""google_lon"": 109.847321, ""google_lat"": 40.656024, ""baidu_lon"": 109.847321, ""baidu_lat"": 40.656024, ""business_hour"": ""周一至周日 9:00-20:00"", ""contact_number"": ""13789614606"", ""email"": ""3125955732@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/11-20241115172727.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
67c01315-cd45-4a32-b99b-7c2fa0450a7e,DJI,宝鸡奥通星钻照材售点,34.351907,107.240662,陕西省宝鸡市高新开发区高新大道63号院星钻国际A栋1楼 A1-S1,陕西省,宝鸡市,"0917-3538588,15891461466",周一至周天9：00-21：00,2025-12-03,营业中,"{""token"": ""60028957"", ""name"": ""宝鸡奥通星钻照材售点"", ""state"": ""陕西省"", ""city"": ""宝鸡市"", ""district"": ""渭滨区"", ""address"": ""陕西省宝鸡市高新开发区高新大道63号院星钻国际A栋1楼 A1-S1"", ""google_lon"": 107.23597, ""google_lat"": 34.35333, ""baidu_lon"": 107.23597, ""baidu_lat"": 34.35333, ""business_hour"": ""周一至周天9：00-21：00"", ""contact_number"": ""0917-3538588,15891461466"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250430120123.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
eb80407c-b8c6-43a8-90f5-e27f89af4ad1,DJI,莆田城厢万达授权体验店,25.416247,118.998947,福建省莆田市城厢区霞林街道荔华东大道8号莆田万达广场1022B、1023号铺位,福建省,莆田市,"0594-2997616,18950720359",10:00-22:00,2025-12-03,营业中,"{""token"": ""60036231"", ""name"": ""莆田城厢万达授权体验店"", ""state"": ""福建省"", ""city"": ""莆田市"", ""district"": ""城厢区"", ""address"": ""福建省莆田市城厢区霞林街道荔华东大道8号莆田万达广场1022B、1023号铺位"", ""google_lon"": 118.994261, ""google_lat"": 25.419062, ""baidu_lon"": 118.994261, ""baidu_lat"": 25.419062, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""0594-2997616,18950720359"", ""email"": ""1002138399@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1669_04-20250923193458.jpeg"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
18b05dc4-6726-4f5c-9e27-b32e84ea8806,DJI,上海虹桥国际机场授权体验店,31.198062,121.334545,上海市闵行区申达一路1号虹桥机场二号航站楼出发禁区D20-22点位,上海市,上海市,13002175507,周一至周日8：00-21：00,2025-12-03,营业中,"{""token"": ""60030282"", ""name"": ""上海虹桥国际机场授权体验店"", ""state"": ""上海市"", ""city"": ""上海市"", ""district"": ""闵行区"", ""address"": ""上海市闵行区申达一路1号虹桥机场二号航站楼出发禁区D20-22点位"", ""google_lon"": 121.33, ""google_lat"": 31.2, ""baidu_lon"": 121.33, ""baidu_lat"": 31.2, ""business_hour"": ""周一至周日8：00-21：00"", ""contact_number"": ""13002175507"", ""email"": ""miusiheng@mc2.cn"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250616162236.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
